# BUSCO version is: 4.0.5 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2019-11-20, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
31at7088	Complete	ENA|LR761670|LR761670.1	3203221	3238740	4700.4	3134	https://www.orthodb.org/v10?query=31at7088	uncharacterized protein LOC110998976
33at7088	Complete	ENA|LR761647|LR761647.1	5810415	5837789	2329.8	1270	https://www.orthodb.org/v10?query=33at7088	transformation/transcription domain-associated protein
34at7088	Complete	ENA|LR761647|LR761647.1	17328917	17342336	4617.0	2036	https://www.orthodb.org/v10?query=34at7088	uncharacterized protein KIAA1109
36at7088	Complete	ENA|LR761668|LR761668.1	5655203	5690681	4894.0	2690	https://www.orthodb.org/v10?query=36at7088	histone-lysine N-methyltransferase trithorax
37at7088	Complete	ENA|LR761650|LR761650.1	9170044	9214492	5469.9	3010	https://www.orthodb.org/v10?query=37at7088	laminin subunit alpha
38at7088	Complete	ENA|LR761670|LR761670.1	593762	664921	4047.5	2736	https://www.orthodb.org/v10?query=38at7088	apolipophorins isoform X1
41at7088	Complete	ENA|LR761655|LR761655.1	8316358	8360432	6021.5	2945	https://www.orthodb.org/v10?query=41at7088	WD repeat and FYVE domain-containing protein 3 isoform X1
43at7088	Complete	ENA|LR761659|LR761659.1	11567760	11588360	3736.7	1975	https://www.orthodb.org/v10?query=43at7088	histone-lysine N-methyltransferase 2C-like
46at7088	Complete	ENA|LR761655|LR761655.1	3272238	3315552	5052.6	2546	https://www.orthodb.org/v10?query=46at7088	protein bark beetle isoform X1
47at7088	Complete	ENA|LR761651|LR761651.1	3059719	3115989	4843.7	2889	https://www.orthodb.org/v10?query=47at7088	uncharacterized protein LOC106111021
48at7088	Complete	ENA|LR761664|LR761664.1	8864844	8915859	4359.1	2196	https://www.orthodb.org/v10?query=48at7088	dmX-like protein 2 isoform X1
49at7088	Complete	ENA|LR761649|LR761649.1	2690649	2773484	3542.2	2612	https://www.orthodb.org/v10?query=49at7088	hemocytin
50at7088	Complete	ENA|LR761653|LR761653.1	8831081	8846455	3805.5	1729	https://www.orthodb.org/v10?query=50at7088	teneurin-3 isoform X1
51at7088	Complete	ENA|LR761655|LR761655.1	14171457	14221057	4322.7	2476	https://www.orthodb.org/v10?query=51at7088	protein dachsous
52at7088	Complete	ENA|LR761657|LR761657.1	7714139	7729803	847.4	397	https://www.orthodb.org/v10?query=52at7088	protein unc-80 homolog
54at7088	Complete	ENA|LR761653|LR761653.1	15208439	15233223	5385.0	2503	https://www.orthodb.org/v10?query=54at7088	teneurin-m isoform X1
56at7088	Complete	ENA|LR761659|LR761659.1	8273982	8327709	5244.1	2866	https://www.orthodb.org/v10?query=56at7088	vacuolar protein sorting-associated protein 13A isoform X2
57at7088	Complete	ENA|LR761647|LR761647.1	9751667	9780988	4532.8	2300	https://www.orthodb.org/v10?query=57at7088	uncharacterized protein LOC106133612
59at7088	Complete	ENA|LR761667|LR761667.1	6626751	6637717	2990.1	2694	https://www.orthodb.org/v10?query=59at7088	uncharacterized protein LOC106102106
60at7088	Complete	ENA|LR761653|LR761653.1	6337	39725	5616.7	3469	https://www.orthodb.org/v10?query=60at7088	fat-like cadherin-related tumor suppressor homolog
63at7088	Complete	ENA|LR761658|LR761658.1	908428	953470	4528.9	2649	https://www.orthodb.org/v10?query=63at7088	vacuolar protein sorting-associated protein 13A-like
64at7088	Fragmented	ENA|LR761649|LR761649.1	9351772	9374823	2658.9	1404	https://www.orthodb.org/v10?query=64at7088	LOW QUALITY PROTEIN: carbamoyl-phosphate synthase large chain, chloroplastic
65at7088	Complete	ENA|LR761669|LR761669.1	1274342	1344001	2992.9	1592	https://www.orthodb.org/v10?query=65at7088	neurobeachin
66at7088	Complete	ENA|LR761662|LR761662.1	3459224	3477078	2270.6	1036	https://www.orthodb.org/v10?query=66at7088	Pre-mRNA-processing-splicing factor 8
68at7088	Complete	ENA|LR761650|LR761650.1	2264764	2318548	1500.9	907	https://www.orthodb.org/v10?query=68at7088	protein furry isoform X1
69at7088	Complete	ENA|LR761666|LR761666.1	10021290	10032587	4114.9	2101	https://www.orthodb.org/v10?query=69at7088	serine/threonine-protein kinase mTOR-like
70at7088	Complete	ENA|LR761653|LR761653.1	13119134	13134307	4082.2	2725	https://www.orthodb.org/v10?query=70at7088	cubilin
72at7088	Complete	ENA|LR761651|LR761651.1	7390700	7471609	3972.7	2119	https://www.orthodb.org/v10?query=72at7088	filamin-A
74at7088	Missing
78at7088	Complete	ENA|LR761665|LR761665.1	7581570	7620789	3959.6	2358	https://www.orthodb.org/v10?query=78at7088	Survivin-1
83at7088	Complete	ENA|LR761670|LR761670.1	1851184	1894743	2255.2	1240	https://www.orthodb.org/v10?query=83at7088	Inositol 1,4,5-trisphosphate receptor
84at7088	Complete	ENA|LR761665|LR761665.1	10229320	10270623	3271.0	1625	https://www.orthodb.org/v10?query=84at7088	ubiquitin carboxyl-terminal hydrolase 34
86at7088	Complete	ENA|LR761660|LR761660.1	8505082	8542644	3104.7	1680	https://www.orthodb.org/v10?query=86at7088	serine/threonine-protein kinase ATR-like
88at7088	Complete	ENA|LR761647|LR761647.1	8444265	8466357	2641.1	1814	https://www.orthodb.org/v10?query=88at7088	uncharacterized protein LOC101743552
96at7088	Complete	ENA|LR761650|LR761650.1	3588572	3613952	3725.6	1913	https://www.orthodb.org/v10?query=96at7088	chondroitin sulfate proteoglycan 4
101at7088	Complete	ENA|LR761650|LR761650.1	4338308	4372127	3049.6	1777	https://www.orthodb.org/v10?query=101at7088	E3 ubiquitin-protein ligase MYCBP2 isoform X1
103at7088	Complete	ENA|LR761664|LR761664.1	9351249	9421466	835.9	1129	https://www.orthodb.org/v10?query=103at7088	protein unc-13 homolog A isoform X1
105at7088	Complete	ENA|LR761670|LR761670.1	3244535	3269729	2511.8	1826	https://www.orthodb.org/v10?query=105at7088	uncharacterized protein LOC106123073
106at7088	Complete	ENA|LR761660|LR761660.1	10969488	10989515	3033.6	1689	https://www.orthodb.org/v10?query=106at7088	small subunit processome component 20 homolog
112at7088	Complete	ENA|LR761651|LR761651.1	6857055	6888140	4150.0	2061	https://www.orthodb.org/v10?query=112at7088	Ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	ENA|LR761650|LR761650.1	4380594	4511592	2775.3	1504	https://www.orthodb.org/v10?query=113at7088	kalirin
116at7088	Complete	ENA|LR761647|LR761647.1	5219755	5240068	3323.2	1718	https://www.orthodb.org/v10?query=116at7088	myosin-VIIa-like
122at7088	Complete	ENA|LR761656|LR761656.1	9262037	9307641	4067.3	2004	https://www.orthodb.org/v10?query=122at7088	tetratricopeptide repeat protein 28
123at7088	Complete	ENA|LR761665|LR761665.1	3819366	3861469	3018.3	1571	https://www.orthodb.org/v10?query=123at7088	DNA polymerase epsilon catalytic subunit A
126at7088	Complete	ENA|LR761656|LR761656.1	12525155	12558534	3363.8	1669	https://www.orthodb.org/v10?query=126at7088	phosphatidylinositol 4-kinase alpha isoform X1
127at7088	Complete	ENA|LR761664|LR761664.1	4451832	4473179	4258.9	2494	https://www.orthodb.org/v10?query=127at7088	uncharacterized protein LOC106104714
128at7088	Complete	ENA|LR761649|LR761649.1	16183015	16208847	1392.5	938	https://www.orthodb.org/v10?query=128at7088	Vacuolar protein sorting-associated protein 13D
133at7088	Complete	ENA|LR761660|LR761660.1	11779303	11799373	1385.7	1354	https://www.orthodb.org/v10?query=133at7088	uncharacterized protein LOC106140978
136at7088	Complete	ENA|LR761647|LR761647.1	13881590	13929702	2550.6	1393	https://www.orthodb.org/v10?query=136at7088	piezo-type mechanosensitive ion channel component isoform X1
137at7088	Complete	ENA|LR761658|LR761658.1	7515905	7558876	3454.2	1957	https://www.orthodb.org/v10?query=137at7088	proto-oncogene tyrosine-protein kinase ROS
138at7088	Complete	ENA|LR761660|LR761660.1	2746574	2772774	1386.3	1412	https://www.orthodb.org/v10?query=138at7088	protein abnormal spindle
139at7088	Complete	ENA|LR761663|LR761663.1	1856506	1876858	3421.1	1838	https://www.orthodb.org/v10?query=139at7088	protein pecanex-like
140at7088	Complete	ENA|LR761661|LR761661.1	3952588	3975878	1746.7	859	https://www.orthodb.org/v10?query=140at7088	supervillin-like isoform X1
145at7088	Complete	ENA|LR761664|LR761664.1	8765392	8797527	3416.9	1663	https://www.orthodb.org/v10?query=145at7088	Sodium channel protein
148at7088	Complete	ENA|LR761666|LR761666.1	4686648	4733005	1614.2	1105	https://www.orthodb.org/v10?query=148at7088	uncharacterized protein LOC111354061
155at7088	Complete	ENA|LR761657|LR761657.1	998396	1029559	3867.0	2391	https://www.orthodb.org/v10?query=155at7088	Adenomatous polyposis coli protein
158at7088	Complete	ENA|LR761667|LR761667.1	4276967	4302953	2333.8	1111	https://www.orthodb.org/v10?query=158at7088	Sodium channel protein
159at7088	Complete	ENA|LR761665|LR761665.1	10574951	10589055	2700.4	1411	https://www.orthodb.org/v10?query=159at7088	zinc finger FYVE domain-containing protein 26 homolog
160at7088	Complete	ENA|LR761652|LR761652.1	8062292	8106531	2654.1	1269	https://www.orthodb.org/v10?query=160at7088	protein still life, isoform SIF type 1
163at7088	Complete	ENA|LR761653|LR761653.1	5498916	5524848	3234.3	1629	https://www.orthodb.org/v10?query=163at7088	LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 4-like
173at7088	Complete	ENA|LR761656|LR761656.1	12016517	12047226	3187.1	1464	https://www.orthodb.org/v10?query=173at7088	clathrin heavy chain
177at7088	Complete	ENA|LR761660|LR761660.1	10298328	10315646	1389.1	770	https://www.orthodb.org/v10?query=177at7088	voltage-dependent T-type calcium channel subunit alpha-1G-like
179at7088	Complete	ENA|LR761655|LR761655.1	4105203	4129130	3007.2	1401	https://www.orthodb.org/v10?query=179at7088	uncharacterized protein LOC101741868
183at7088	Complete	ENA|LR761655|LR761655.1	6204625	6236242	2021.5	1202	https://www.orthodb.org/v10?query=183at7088	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase HECTD1
184at7088	Complete	ENA|LR761657|LR761657.1	15219137	15245332	3101.0	1668	https://www.orthodb.org/v10?query=184at7088	cadherin-89D
186at7088	Complete	ENA|LR761649|LR761649.1	9146675	9161224	3034.9	1615	https://www.orthodb.org/v10?query=186at7088	nucleosome-remodeling factor subunit NURF301
190at7088	Complete	ENA|LR761670|LR761670.1	8448411	8486029	2839.8	1381	https://www.orthodb.org/v10?query=190at7088	NACHT and WD repeat domain-containing protein 2
193at7088	Complete	ENA|LR761661|LR761661.1	14060155	14080995	2989.2	1549	https://www.orthodb.org/v10?query=193at7088	brefeldin A-inhibited guanine nucleotide-exchange protein 1
196at7088	Missing
200at7088	Complete	ENA|LR761668|LR761668.1	721908	738457	390.9	303	https://www.orthodb.org/v10?query=200at7088	protein unc-79 homolog
201at7088	Complete	ENA|LR761659|LR761659.1	2787875	2813298	3142.0	1558	https://www.orthodb.org/v10?query=201at7088	uncharacterized protein LOC105392584
204at7088	Complete	ENA|LR761648|LR761648.1	6391416	6410822	2190.9	1276	https://www.orthodb.org/v10?query=204at7088	uncharacterized protein LOC106100576
206at7088	Complete	ENA|LR761651|LR761651.1	10589860	10632508	1615.9	774	https://www.orthodb.org/v10?query=206at7088	protein sickie isoform X1
207at7088	Complete	ENA|LR761660|LR761660.1	3048959	3080449	3133.8	1711	https://www.orthodb.org/v10?query=207at7088	WD repeat-containing protein 81
208at7088	Complete	ENA|LR761648|LR761648.1	7984259	8000205	2757.4	1415	https://www.orthodb.org/v10?query=208at7088	ras GTPase-activating-like protein IQGAP1
210at7088	Complete	ENA|LR761648|LR761648.1	8666767	8681884	3624.8	1830	https://www.orthodb.org/v10?query=210at7088	DNA-directed RNA polymerase II subunit RPB1
211at7088	Complete	ENA|LR761649|LR761649.1	6903537	6928832	3048.1	1673	https://www.orthodb.org/v10?query=211at7088	spatacsin
212at7088	Complete	ENA|LR761650|LR761650.1	9231022	9259988	2668.8	1499	https://www.orthodb.org/v10?query=212at7088	laminin subunit gamma-1
215at7088	Complete	ENA|LR761666|LR761666.1	9812914	9850620	2708.3	1650	https://www.orthodb.org/v10?query=215at7088	LOW QUALITY PROTEIN: brefeldin A-inhibited guanine nucleotide-exchange protein 3
220at7088	Complete	ENA|LR761662|LR761662.1	5624351	5640808	878.0	481	https://www.orthodb.org/v10?query=220at7088	Dual oxidase 1
231at7088	Complete	ENA|LR761668|LR761668.1	6294896	6310871	2220.9	1399	https://www.orthodb.org/v10?query=231at7088	LOW QUALITY PROTEIN: uncharacterized protein LOC101738815
232at7088	Complete	ENA|LR761649|LR761649.1	8705341	8723387	1475.1	768	https://www.orthodb.org/v10?query=232at7088	nipped-B-like protein
235at7088	Complete	ENA|LR761647|LR761647.1	3477169	3487055	2993.2	1815	https://www.orthodb.org/v10?query=235at7088	HEAT repeat-containing protein 1
236at7088	Complete	ENA|LR761648|LR761648.1	13792733	13823028	2091.0	1271	https://www.orthodb.org/v10?query=236at7088	nucleoporin NUP188 homolog
242at7088	Complete	ENA|LR761652|LR761652.1	8715296	8745280	3072.5	1655	https://www.orthodb.org/v10?query=242at7088	uncharacterized protein LOC111002222
246at7088	Complete	ENA|LR761667|LR761667.1	10512459	10585554	2031.0	1085	https://www.orthodb.org/v10?query=246at7088	transient receptor potential cation channel trpm isoform X1
248at7088	Complete	ENA|LR761664|LR761664.1	8513274	8554022	3005.7	1430	https://www.orthodb.org/v10?query=248at7088	unconventional myosin-IXa-like isoform X1
250at7088	Complete	ENA|LR761668|LR761668.1	7701610	7764970	2666.6	1222	https://www.orthodb.org/v10?query=250at7088	DE-cadherin isoform X1
251at7088	Complete	ENA|LR761651|LR761651.1	6624417	6663437	2943.5	2194	https://www.orthodb.org/v10?query=251at7088	E3 SUMO-protein ligase RanBP2-like
254at7088	Complete	ENA|LR761649|LR761649.1	13918949	13941145	2746.0	1343	https://www.orthodb.org/v10?query=254at7088	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
258at7088	Complete	ENA|LR761656|LR761656.1	4354456	4378270	1027.3	640	https://www.orthodb.org/v10?query=258at7088	uncharacterized protein LOC106142077
259at7088	Complete	ENA|LR761670|LR761670.1	6416450	6430623	996.8	542	https://www.orthodb.org/v10?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	ENA|LR761671|LR761671.1	8547775	8594362	2843.8	1521	https://www.orthodb.org/v10?query=263at7088	protein polybromo-1
266at7088	Complete	ENA|LR761650|LR761650.1	10049516	10091837	2969.8	1349	https://www.orthodb.org/v10?query=266at7088	disco-interacting protein 2 isoform X1
270at7088	Complete	ENA|LR761650|LR761650.1	10365565	10375889	2709.7	1896	https://www.orthodb.org/v10?query=270at7088	PHD finger protein rhinoceros
271at7088	Complete	ENA|LR761661|LR761661.1	4227674	4244103	2783.6	1433	https://www.orthodb.org/v10?query=271at7088	uncharacterized protein LOC106109654
273at7088	Complete	ENA|LR761657|LR761657.1	616642	645666	1939.3	1335	https://www.orthodb.org/v10?query=273at7088	Cadherin-like protein
274at7088	Complete	ENA|LR761662|LR761662.1	12078972	12092781	2495.7	1465	https://www.orthodb.org/v10?query=274at7088	DNA-directed RNA polymerase I subunit RPA1
278at7088	Complete	ENA|LR761647|LR761647.1	10936065	10943431	1276.0	709	https://www.orthodb.org/v10?query=278at7088	uncharacterized protein LOC111352582
281at7088	Complete	ENA|LR761649|LR761649.1	12506916	12516570	1900.6	1068	https://www.orthodb.org/v10?query=281at7088	uncharacterized protein LOC105389625
288at7088	Complete	ENA|LR761672|LR761672.1	4560146	4590726	2590.5	1713	https://www.orthodb.org/v10?query=288at7088	uncharacterized protein LOC106140763
296at7088	Complete	ENA|LR761650|LR761650.1	7174317	7183335	2065.8	1386	https://www.orthodb.org/v10?query=296at7088	uncharacterized protein LOC106113881
302at7088	Complete	ENA|LR761670|LR761670.1	8117242	8153568	1889.5	929	https://www.orthodb.org/v10?query=302at7088	Calcium-dependent secretion activator
303at7088	Complete	ENA|LR761662|LR761662.1	9398212	9448671	2786.1	2137	https://www.orthodb.org/v10?query=303at7088	serine-protein kinase ATM
307at7088	Complete	ENA|LR761657|LR761657.1	10742806	10778307	2652.5	1411	https://www.orthodb.org/v10?query=307at7088	protocadherin-15
311at7088	Complete	ENA|LR761663|LR761663.1	5344128	5363867	2422.3	1401	https://www.orthodb.org/v10?query=311at7088	Gamma-tubulin complex component 6
315at7088	Complete	ENA|LR761658|LR761658.1	1581451	1607351	1847.0	1367	https://www.orthodb.org/v10?query=315at7088	uncharacterized protein LOC105388963
316at7088	Complete	ENA|LR761653|LR761653.1	5622803	5648784	1964.2	2176	https://www.orthodb.org/v10?query=316at7088	protein lava lamp-like
318at7088	Complete	ENA|LR761655|LR761655.1	11031537	11057368	2761.1	1476	https://www.orthodb.org/v10?query=318at7088	cadherin-86C
321at7088	Complete	ENA|LR761650|LR761650.1	3347352	3355526	1924.7	1402	https://www.orthodb.org/v10?query=321at7088	uncharacterized protein LOC106130599
322at7088	Complete	ENA|LR761657|LR761657.1	718450	736063	1526.7	963	https://www.orthodb.org/v10?query=322at7088	uncharacterized protein LOC106136812
324at7088	Complete	ENA|LR761648|LR761648.1	10074501	10089989	2356.7	1198	https://www.orthodb.org/v10?query=324at7088	myosin-IIIb-like isoform X1
325at7088	Complete	ENA|LR761661|LR761661.1	386701	401901	2466.3	1426	https://www.orthodb.org/v10?query=325at7088	protein virilizer
326at7088	Complete	ENA|LR761647|LR761647.1	2582054	2598272	2434.3	1358	https://www.orthodb.org/v10?query=326at7088	maestro heat-like repeat-containing protein family member 1
327at7088	Complete	ENA|LR761660|LR761660.1	2616520	2648819	2017.0	1572	https://www.orthodb.org/v10?query=327at7088	uncharacterized protein LOC110378203
328at7088	Complete	ENA|LR761666|LR761666.1	686914	701888	2100.0	1407	https://www.orthodb.org/v10?query=328at7088	Nucleolar pre-ribosomal-associated protein 1
332at7088	Complete	ENA|LR761648|LR761648.1	7685714	7711376	2719.9	1528	https://www.orthodb.org/v10?query=332at7088	chromodomain-helicase-DNA-binding protein 1
335at7088	Complete	ENA|LR761656|LR761656.1	5180790	5194326	1908.1	1159	https://www.orthodb.org/v10?query=335at7088	uncharacterized protein LOC111000708
338at7088	Complete	ENA|LR761660|LR761660.1	7830186	7850690	1478.4	762	https://www.orthodb.org/v10?query=338at7088	transcription initiation factor TFIID subunit 1 isoform X1
340at7088	Complete	ENA|LR761663|LR761663.1	1724767	1750822	1988.8	1512	https://www.orthodb.org/v10?query=340at7088	uncharacterized protein LOC105388073
342at7088	Complete	ENA|LR761652|LR761652.1	14406439	14432384	2640.7	1722	https://www.orthodb.org/v10?query=342at7088	uncharacterized protein LOC101737053
345at7088	Complete	ENA|LR761654|LR761654.1	13926927	13950288	2708.1	1509	https://www.orthodb.org/v10?query=345at7088	trichohyalin-like
350at7088	Complete	ENA|LR761649|LR761649.1	8660036	8668446	2201.7	1120	https://www.orthodb.org/v10?query=350at7088	tectonin beta-propeller repeat-containing protein
353at7088	Complete	ENA|LR761670|LR761670.1	3014101	3061175	2283.6	1175	https://www.orthodb.org/v10?query=353at7088	rho GTPase-activating protein 190-like
354at7088	Complete	ENA|LR761658|LR761658.1	9390057	9397324	2420.8	1101	https://www.orthodb.org/v10?query=354at7088	toll-like receptor 6
355at7088	Complete	ENA|LR761658|LR761658.1	2332077	2343949	2241.1	1088	https://www.orthodb.org/v10?query=355at7088	protein TANC2 isoform X1
356at7088	Complete	ENA|LR761657|LR761657.1	6847504	6878843	2127.5	1419	https://www.orthodb.org/v10?query=356at7088	uncharacterized protein LOC110992145
357at7088	Complete	ENA|LR761671|LR761671.1	8842328	8871550	2229.3	1205	https://www.orthodb.org/v10?query=357at7088	uncharacterized protein LOC110994148
360at7088	Complete	ENA|LR761650|LR761650.1	10696570	10733150	2058.6	961	https://www.orthodb.org/v10?query=360at7088	potassium channel subfamily T member 2
363at7088	Complete	ENA|LR761668|LR761668.1	10840240	10853808	2380.8	1545	https://www.orthodb.org/v10?query=363at7088	calcineurin-binding protein cabin-1-like
366at7088	Missing
367at7088	Complete	ENA|LR761659|LR761659.1	6532446	6552090	2148.4	1220	https://www.orthodb.org/v10?query=367at7088	uncharacterized protein LOC106103483
375at7088	Complete	ENA|LR761658|LR761658.1	10560060	10586421	1782.7	1224	https://www.orthodb.org/v10?query=375at7088	Apaf-1
380at7088	Complete	ENA|LR761662|LR761662.1	2848896	2871323	1857.4	946	https://www.orthodb.org/v10?query=380at7088	von Willebrand factor A domain-containing protein 8
382at7088	Complete	ENA|LR761666|LR761666.1	1196456	1211562	1633.9	1195	https://www.orthodb.org/v10?query=382at7088	uncharacterized protein LOC105384963
383at7088	Complete	ENA|LR761649|LR761649.1	8642431	8660044	2756.4	1225	https://www.orthodb.org/v10?query=383at7088	splicing factor 3B subunit 1
384at7088	Complete	ENA|LR761648|LR761648.1	11158468	11178779	2236.1	1357	https://www.orthodb.org/v10?query=384at7088	uncharacterized protein LOC110994888
385at7088	Complete	ENA|LR761665|LR761665.1	10630465	10662118	2658.8	1526	https://www.orthodb.org/v10?query=385at7088	proteasome activator complex subunit 4B-like
386at7088	Complete	ENA|LR761661|LR761661.1	9064513	9085416	1940.2	939	https://www.orthodb.org/v10?query=386at7088	splicing factor 3B subunit 3 isoform X1
389at7088	Complete	ENA|LR761650|LR761650.1	13051655	13071126	2222.0	1072	https://www.orthodb.org/v10?query=389at7088	mediator of RNA polymerase II transcription subunit 23
391at7088	Complete	ENA|LR761650|LR761650.1	4993085	5016531	2139.2	1141	https://www.orthodb.org/v10?query=391at7088	sterol regulatory element-binding protein cleavage-activating protein
392at7088	Complete	ENA|LR761651|LR761651.1	6708874	6726777	1526.2	822	https://www.orthodb.org/v10?query=392at7088	UDP-glucose:glycoprotein glucosyltransferase
393at7088	Complete	ENA|LR761664|LR761664.1	5147642	5157914	344.3	275	https://www.orthodb.org/v10?query=393at7088	C-myc promoter-binding protein-like
394at7088	Complete	ENA|LR761657|LR761657.1	7832708	7863094	2761.8	1446	https://www.orthodb.org/v10?query=394at7088	uncharacterized protein LOC111356302
396at7088	Complete	ENA|LR761655|LR761655.1	6125610	6133331	1543.3	988	https://www.orthodb.org/v10?query=396at7088	rab3 GTPase-activating protein regulatory subunit
401at7088	Complete	ENA|LR761655|LR761655.1	10872233	10907202	2155.2	1084	https://www.orthodb.org/v10?query=401at7088	ASK1
408at7088	Complete	ENA|LR761647|LR761647.1	5984388	5994573	2391.1	1361	https://www.orthodb.org/v10?query=408at7088	uncharacterized protein LOC110371077
412at7088	Complete	ENA|LR761649|LR761649.1	2139759	2166470	2172.1	1231	https://www.orthodb.org/v10?query=412at7088	protein outspread
417at7088	Complete	ENA|LR761665|LR761665.1	10662631	10680270	1955.6	1037	https://www.orthodb.org/v10?query=417at7088	helicase SKI2W
420at7088	Complete	ENA|LR761668|LR761668.1	3411312	3442021	1510.5	747	https://www.orthodb.org/v10?query=420at7088	rho guanine nucleotide exchange factor 17 isoform X1
427at7088	Complete	ENA|LR761656|LR761656.1	3946225	3978142	2152.8	1290	https://www.orthodb.org/v10?query=427at7088	uncharacterized protein LOC105385596
429at7088	Complete	ENA|LR761658|LR761658.1	1043963	1067337	2013.2	1160	https://www.orthodb.org/v10?query=429at7088	uncharacterized protein LOC105388960
430at7088	Complete	ENA|LR761657|LR761657.1	4159141	4176034	2227.2	1166	https://www.orthodb.org/v10?query=430at7088	chaoptin
434at7088	Complete	ENA|LR761651|LR761651.1	4517504	4528427	2095.5	1155	https://www.orthodb.org/v10?query=434at7088	DNA polymerase
437at7088	Complete	ENA|LR761654|LR761654.1	5561510	5578668	1959.6	1001	https://www.orthodb.org/v10?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	ENA|LR761655|LR761655.1	8435845	8442215	2274.8	1155	https://www.orthodb.org/v10?query=443at7088	Xanthine dehydrogenase
445at7088	Complete	ENA|LR761659|LR761659.1	7577918	7595366	2203.5	1356	https://www.orthodb.org/v10?query=445at7088	uncharacterized protein LOC106120650
450at7088	Complete	ENA|LR761651|LR761651.1	2807988	2820532	2028.6	1169	https://www.orthodb.org/v10?query=450at7088	Zinc finger protein
455at7088	Complete	ENA|LR761647|LR761647.1	13931047	13935300	2695.4	1119	https://www.orthodb.org/v10?query=455at7088	DNA-directed RNA polymerase II subunit RPB2
456at7088	Complete	ENA|LR761658|LR761658.1	9761867	9767076	2375.8	1183	https://www.orthodb.org/v10?query=456at7088	toll-like receptor 6
458at7088	Complete	ENA|LR761656|LR761656.1	8070910	8104903	2334.8	1388	https://www.orthodb.org/v10?query=458at7088	uncharacterized protein LOC106137067
461at7088	Complete	ENA|LR761649|LR761649.1	4629354	4660273	2170.7	1134	https://www.orthodb.org/v10?query=461at7088	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like isoform X1
464at7088	Complete	ENA|LR761659|LR761659.1	10394880	10416773	2076.2	1269	https://www.orthodb.org/v10?query=464at7088	LOC101744043
467at7088	Complete	ENA|LR761662|LR761662.1	13160075	13196248	1935.0	1022	https://www.orthodb.org/v10?query=467at7088	Phosphoribosylformylglycinamidine cyclo-ligase
468at7088	Complete	ENA|LR761661|LR761661.1	10187641	10206001	2155.4	1461	https://www.orthodb.org/v10?query=468at7088	uncharacterized protein LOC111358843
478at7088	Complete	ENA|LR761651|LR761651.1	12442279	12474969	1261.4	728	https://www.orthodb.org/v10?query=478at7088	uncharacterized protein LOC111000693
479at7088	Complete	ENA|LR761668|LR761668.1	7141835	7164600	1742.6	1326	https://www.orthodb.org/v10?query=479at7088	adenylate cyclase type 10-like
