# BUSCO version is: 4.0.5 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2019-11-20, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
33at7088	Complete	tig00000199	9846334	9866568	4638.2	2285	https://www.orthodb.org/v10?query=33at7088	transformation/transcription domain-associated protein
34at7088	Complete	tig00000199	1252608	1265225	1530.7	1001	https://www.orthodb.org/v10?query=34at7088	uncharacterized protein KIAA1109
36at7088	Complete	tig00000163	1405655	1421948	6522.2	3681	https://www.orthodb.org/v10?query=36at7088	histone-lysine N-methyltransferase trithorax
37at7088	Complete	tig00000633	786202	820595	4083.9	2341	https://www.orthodb.org/v10?query=37at7088	laminin subunit alpha
38at7088	Complete	tig00000754	648656	665099	2138.0	1260	https://www.orthodb.org/v10?query=38at7088	apolipophorins isoform X1
41at7088	Complete	tig00000436	6302741	6345936	5527.3	2724	https://www.orthodb.org/v10?query=41at7088	WD repeat and FYVE domain-containing protein 3 isoform X1
43at7088	Complete	tig00000345	3741020	3759560	4878.6	2569	https://www.orthodb.org/v10?query=43at7088	histone-lysine N-methyltransferase 2C-like
46at7088	Complete	tig00000853	245507	280024	4827.6	2455	https://www.orthodb.org/v10?query=46at7088	protein bark beetle isoform X1
47at7088	Complete	tig00000209	11606505	11622780	4501.5	2531	https://www.orthodb.org/v10?query=47at7088	uncharacterized protein LOC106111021
48at7088	Complete	tig00000315	3296781	3339233	4420.1	2247	https://www.orthodb.org/v10?query=48at7088	dmX-like protein 2 isoform X1
49at7088	Complete	tig00000086	3010917	3050990	2857.5	2175	https://www.orthodb.org/v10?query=49at7088	hemocytin
50at7088	Complete	tig00000279	7854290	7874804	3730.8	1730	https://www.orthodb.org/v10?query=50at7088	teneurin-3 isoform X1
51at7088	Complete	tig00000436	1567273	1597978	4355.1	2405	https://www.orthodb.org/v10?query=51at7088	protein dachsous
52at7088	Complete	tig00000125	11117182	11131206	1674.9	826	https://www.orthodb.org/v10?query=52at7088	protein unc-80 homolog
54at7088	Complete	tig00000279	10193472	10211058	5179.5	2411	https://www.orthodb.org/v10?query=54at7088	teneurin-m isoform X1
56at7088	Complete	tig00000345	7234387	7244055	1511.0	935	https://www.orthodb.org/v10?query=56at7088	vacuolar protein sorting-associated protein 13A isoform X2
57at7088	Complete	tig00000199	6980902	7006062	4688.8	2334	https://www.orthodb.org/v10?query=57at7088	uncharacterized protein LOC106133612
59at7088	Complete	tig00000595	5673011	5689537	3858.7	3129	https://www.orthodb.org/v10?query=59at7088	uncharacterized protein LOC106102106
60at7088	Complete	tig00000279	17055	42931	3322.5	2098	https://www.orthodb.org/v10?query=60at7088	fat-like cadherin-related tumor suppressor homolog
63at7088	Complete	tig00000149	16435837	16475397	4355.4	2490	https://www.orthodb.org/v10?query=63at7088	vacuolar protein sorting-associated protein 13A-like
64at7088	Complete	tig00000001	10630529	10643729	4068.0	2008	https://www.orthodb.org/v10?query=64at7088	LOW QUALITY PROTEIN: carbamoyl-phosphate synthase large chain, chloroplastic
65at7088	Complete	tig00000715	8597421	8619744	1162.4	612	https://www.orthodb.org/v10?query=65at7088	neurobeachin
66at7088	Complete	tig00000014	10091807	10107131	2668.8	1248	https://www.orthodb.org/v10?query=66at7088	Pre-mRNA-processing-splicing factor 8
68at7088	Complete	tig00000633	9252558	9307692	1364.3	808	https://www.orthodb.org/v10?query=68at7088	protein furry isoform X1
69at7088	Complete	tig00000556	3343319	3354415	4192.0	2133	https://www.orthodb.org/v10?query=69at7088	serine/threonine-protein kinase mTOR-like
70at7088	Complete	tig00000279	12218936	12234906	4262.5	2859	https://www.orthodb.org/v10?query=70at7088	cubilin
72at7088	Complete	tig00000209	8102916	8174840	3661.1	1832	https://www.orthodb.org/v10?query=72at7088	filamin-A
74at7088	Complete	tig00000495	5088430	5111695	4897.3	2364	https://www.orthodb.org/v10?query=74at7088	zinc finger homeobox protein 3
78at7088	Complete	tig00000001	15630396	15659692	2894.3	2012	https://www.orthodb.org/v10?query=78at7088	Survivin-1
83at7088	Complete	tig00000014	6880385	6916098	4381.2	2203	https://www.orthodb.org/v10?query=83at7088	Inositol 1,4,5-trisphosphate receptor
84at7088	Complete	tig00000001	17712151	17731510	4503.9	2197	https://www.orthodb.org/v10?query=84at7088	ubiquitin carboxyl-terminal hydrolase 34
86at7088	Complete	tig00000124	8421114	8446684	2957.4	1874	https://www.orthodb.org/v10?query=86at7088	serine/threonine-protein kinase ATR-like
88at7088	Complete	tig00000199	7934603	7950345	5742.4	3009	https://www.orthodb.org/v10?query=88at7088	uncharacterized protein LOC101743552
96at7088	Complete	tig00000633	7832475	7867017	4024.6	1966	https://www.orthodb.org/v10?query=96at7088	chondroitin sulfate proteoglycan 4
101at7088	Complete	tig00000633	8521534	8544264	3025.3	1854	https://www.orthodb.org/v10?query=101at7088	E3 ubiquitin-protein ligase MYCBP2 isoform X1
103at7088	Complete	tig00000315	2944670	2962063	2279.2	1329	https://www.orthodb.org/v10?query=103at7088	protein unc-13 homolog A isoform X1
105at7088	Complete	tig00000014	5679329	5710637	2275.8	1731	https://www.orthodb.org/v10?query=105at7088	uncharacterized protein LOC106123073
106at7088	Complete	tig00000124	10049480	10062592	4404.6	2388	https://www.orthodb.org/v10?query=106at7088	small subunit processome component 20 homolog
112at7088	Complete	tig00000209	8528947	8547604	3722.1	1816	https://www.orthodb.org/v10?query=112at7088	Ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	tig00000633	8555105	8631752	3001.8	1677	https://www.orthodb.org/v10?query=113at7088	kalirin
116at7088	Complete	tig00000199	10261330	10275735	3366.6	1715	https://www.orthodb.org/v10?query=116at7088	myosin-VIIa-like
122at7088	Complete	tig00000001	13200516	13256177	3082.9	1955	https://www.orthodb.org/v10?query=122at7088	tetratricopeptide repeat protein 28
123at7088	Complete	tig00000001	21315355	21333614	2251.6	1072	https://www.orthodb.org/v10?query=123at7088	DNA polymerase epsilon catalytic subunit A
126at7088	Complete	tig00000675	1409203	1441170	3138.8	1549	https://www.orthodb.org/v10?query=126at7088	phosphatidylinositol 4-kinase alpha isoform X1
127at7088	Complete	tig00000315	3841955	3877947	4459.2	2514	https://www.orthodb.org/v10?query=127at7088	uncharacterized protein LOC106104714
128at7088	Complete	tig00000047	1642392	1656235	2237.7	1534	https://www.orthodb.org/v10?query=128at7088	Vacuolar protein sorting-associated protein 13D
133at7088	Complete	tig00000420	399728	421819	1682.8	1810	https://www.orthodb.org/v10?query=133at7088	uncharacterized protein LOC106140978
136at7088	Complete	tig00000199	4047571	4070577	2886.9	1550	https://www.orthodb.org/v10?query=136at7088	piezo-type mechanosensitive ion channel component isoform X1
137at7088	Complete	tig00000530	253677	266351	1670.0	1086	https://www.orthodb.org/v10?query=137at7088	proto-oncogene tyrosine-protein kinase ROS
138at7088	Complete	tig00000124	4183221	4193388	2633.6	1786	https://www.orthodb.org/v10?query=138at7088	protein abnormal spindle
139at7088	Complete	tig00000003	20068671	20083791	3998.4	2095	https://www.orthodb.org/v10?query=139at7088	protein pecanex-like
140at7088	Complete	tig00000495	8662989	8687254	1834.2	872	https://www.orthodb.org/v10?query=140at7088	supervillin-like isoform X1
145at7088	Complete	tig00000315	3362278	3387549	3406.2	1652	https://www.orthodb.org/v10?query=145at7088	Sodium channel protein
148at7088	Complete	tig00000556	7587678	7625680	2256.7	1305	https://www.orthodb.org/v10?query=148at7088	uncharacterized protein LOC111354061
155at7088	Complete	tig00000125	15541326	15556403	3918.4	2355	https://www.orthodb.org/v10?query=155at7088	Adenomatous polyposis coli protein
158at7088	Complete	tig00000595	3690955	3745102	2388.0	1288	https://www.orthodb.org/v10?query=158at7088	Sodium channel protein
159at7088	Complete	tig00000001	17940886	17955105	2436.9	1310	https://www.orthodb.org/v10?query=159at7088	zinc finger FYVE domain-containing protein 26 homolog
160at7088	Complete	tig00000003	6709652	6734743	2887.5	1377	https://www.orthodb.org/v10?query=160at7088	protein still life, isoform SIF type 1
163at7088	Complete	tig00000279	5466573	5483251	3186.4	1631	https://www.orthodb.org/v10?query=163at7088	LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 4-like
173at7088	Complete	tig00000675	1860789	1884701	3193.7	1451	https://www.orthodb.org/v10?query=173at7088	clathrin heavy chain
177at7088	Complete	tig00000124	9353879	9375043	2513.0	1270	https://www.orthodb.org/v10?query=177at7088	voltage-dependent T-type calcium channel subunit alpha-1G-like
179at7088	Complete	tig00000001	3644423	3662303	3034.5	1430	https://www.orthodb.org/v10?query=179at7088	uncharacterized protein LOC101741868
183at7088	Complete	tig00000436	5144879	5158023	1955.1	1162	https://www.orthodb.org/v10?query=183at7088	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase HECTD1
184at7088	Complete	tig00000125	4341755	4364752	2659.0	1387	https://www.orthodb.org/v10?query=184at7088	cadherin-89D
186at7088	Complete	tig00000001	10744201	10763985	3369.5	1881	https://www.orthodb.org/v10?query=186at7088	nucleosome-remodeling factor subunit NURF301
190at7088	Complete	tig00000014	1635448	1674549	2720.3	1357	https://www.orthodb.org/v10?query=190at7088	NACHT and WD repeat domain-containing protein 2
193at7088	Complete	tig00000495	649786	656688	3389.1	1546	https://www.orthodb.org/v10?query=193at7088	brefeldin A-inhibited guanine nucleotide-exchange protein 1
196at7088	Complete	tig00000436	4574543	4601257	2105.7	1260	https://www.orthodb.org/v10?query=196at7088	cadherin-23
200at7088	Complete	tig00000162	2642842	2656466	868.3	593	https://www.orthodb.org/v10?query=200at7088	protein unc-79 homolog
201at7088	Complete	tig00000345	13937573	13958154	2980.4	1501	https://www.orthodb.org/v10?query=201at7088	uncharacterized protein LOC105392584
204at7088	Complete	tig00000032	3400224	3414079	2521.5	1463	https://www.orthodb.org/v10?query=204at7088	uncharacterized protein LOC106100576
206at7088	Complete	tig00000209	5425085	5445801	2007.7	894	https://www.orthodb.org/v10?query=206at7088	protein sickie isoform X1
207at7088	Complete	tig00000124	2894900	2906096	3035.6	1724	https://www.orthodb.org/v10?query=207at7088	WD repeat-containing protein 81
208at7088	Complete	tig00000032	2163710	2174020	2617.0	1378	https://www.orthodb.org/v10?query=208at7088	ras GTPase-activating-like protein IQGAP1
210at7088	Complete	tig00000032	1690111	1706993	3619.8	1787	https://www.orthodb.org/v10?query=210at7088	DNA-directed RNA polymerase II subunit RPB1
211at7088	Complete	tig00000001	12354584	12376672	1886.1	1339	https://www.orthodb.org/v10?query=211at7088	spatacsin
212at7088	Complete	tig00000633	757018	772690	2887.0	1475	https://www.orthodb.org/v10?query=212at7088	laminin subunit gamma-1
215at7088	Complete	tig00000556	3473784	3494828	3264.2	1664	https://www.orthodb.org/v10?query=215at7088	LOW QUALITY PROTEIN: brefeldin A-inhibited guanine nucleotide-exchange protein 3
220at7088	Complete	tig00000014	11776199	11795019	1373.8	672	https://www.orthodb.org/v10?query=220at7088	Dual oxidase 1
231at7088	Complete	tig00000163	1852456	1867611	2203.8	1344	https://www.orthodb.org/v10?query=231at7088	LOW QUALITY PROTEIN: uncharacterized protein LOC101738815
232at7088	Complete	tig00000001	11075478	11085098	2612.5	1290	https://www.orthodb.org/v10?query=232at7088	nipped-B-like protein
235at7088	Complete	tig00000199	11696819	11715164	3093.3	1815	https://www.orthodb.org/v10?query=235at7088	HEAT repeat-containing protein 1
236at7088	Complete	tig00014276	7768258	7792861	2148.0	1258	https://www.orthodb.org/v10?query=236at7088	nucleoporin NUP188 homolog
242at7088	Complete	tig00000395	850646	874574	2954.9	1656	https://www.orthodb.org/v10?query=242at7088	uncharacterized protein LOC111002222
246at7088	Complete	tig00000595	8931595	8982881	2039.2	1038	https://www.orthodb.org/v10?query=246at7088	transient receptor potential cation channel trpm isoform X1
248at7088	Complete	tig00000315	3532312	3547143	2388.8	1060	https://www.orthodb.org/v10?query=248at7088	unconventional myosin-IXa-like isoform X1
250at7088	Complete	tig00000163	3203576	3242205	2661.5	1224	https://www.orthodb.org/v10?query=250at7088	DE-cadherin isoform X1
251at7088	Complete	tig00000209	8667528	8681160	3029.5	2178	https://www.orthodb.org/v10?query=251at7088	E3 SUMO-protein ligase RanBP2-like
254at7088	Complete	tig00000001	6815029	6834108	3105.0	1509	https://www.orthodb.org/v10?query=254at7088	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
258at7088	Complete	tig00000910	3371052	3394829	821.4	509	https://www.orthodb.org/v10?query=258at7088	uncharacterized protein LOC106142077
259at7088	Complete	tig00000014	3251137	3263473	1691.3	824	https://www.orthodb.org/v10?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	tig00014282	2510461	2534398	2733.9	1421	https://www.orthodb.org/v10?query=263at7088	protein polybromo-1
266at7088	Complete	tig00000656	7523713	7545591	2143.1	993	https://www.orthodb.org/v10?query=266at7088	disco-interacting protein 2 isoform X1
270at7088	Complete	tig00000656	6951463	6964668	3516.8	2245	https://www.orthodb.org/v10?query=270at7088	PHD finger protein rhinoceros
271at7088	Complete	tig00000495	8399150	8417108	2598.8	1367	https://www.orthodb.org/v10?query=271at7088	uncharacterized protein LOC106109654
273at7088	Complete	tig00000125	15239822	15266160	1794.0	1306	https://www.orthodb.org/v10?query=273at7088	Cadherin-like protein
274at7088	Complete	tig00014276	2457194	2470179	2524.4	1427	https://www.orthodb.org/v10?query=274at7088	DNA-directed RNA polymerase I subunit RPA1
278at7088	Complete	tig00000199	6119332	6128300	1255.2	645	https://www.orthodb.org/v10?query=278at7088	uncharacterized protein LOC111352582
281at7088	Complete	tig00000001	8200543	8218232	1200.5	818	https://www.orthodb.org/v10?query=281at7088	uncharacterized protein LOC105389625
288at7088	Complete	tig00000163	7254278	7265479	2552.5	1612	https://www.orthodb.org/v10?query=288at7088	uncharacterized protein LOC106140763
296at7088	Complete	tig00000633	3936445	3947719	2013.2	1437	https://www.orthodb.org/v10?query=296at7088	uncharacterized protein LOC106113881
302at7088	Complete	tig00000014	1807085	1844477	2221.9	1063	https://www.orthodb.org/v10?query=302at7088	Calcium-dependent secretion activator
303at7088	Complete	tig00000199	7197183	7215039	2523.5	1973	https://www.orthodb.org/v10?query=303at7088	serine-protein kinase ATM
307at7088	Complete	tig00000125	8496965	8524524	2665.7	1411	https://www.orthodb.org/v10?query=307at7088	protocadherin-15
311at7088	Complete	tig00000003	17120363	17135683	2449.1	1398	https://www.orthodb.org/v10?query=311at7088	Gamma-tubulin complex component 6
315at7088	Complete	tig00000149	15901540	15914381	2687.6	1368	https://www.orthodb.org/v10?query=315at7088	uncharacterized protein LOC105388963
316at7088	Complete	tig00000279	5563379	5576110	1934.9	1523	https://www.orthodb.org/v10?query=316at7088	protein lava lamp-like
318at7088	Complete	tig00000436	4171839	4189970	2830.7	1531	https://www.orthodb.org/v10?query=318at7088	cadherin-86C
321at7088	Complete	tig00000633	7566246	7574074	2016.8	1450	https://www.orthodb.org/v10?query=321at7088	uncharacterized protein LOC106130599
322at7088	Complete	tig00000125	15315916	15332941	879.1	952	https://www.orthodb.org/v10?query=322at7088	uncharacterized protein LOC106136812
324at7088	Complete	tig00014276	4544720	4556724	2453.8	1233	https://www.orthodb.org/v10?query=324at7088	myosin-IIIb-like isoform X1
325at7088	Complete	tig00000495	12016943	12024123	2522.5	1423	https://www.orthodb.org/v10?query=325at7088	protein virilizer
326at7088	Complete	tig00000199	12444579	12456756	2610.7	1371	https://www.orthodb.org/v10?query=326at7088	maestro heat-like repeat-containing protein family member 1
327at7088	Complete	tig00000124	2588451	2609421	2736.7	1904	https://www.orthodb.org/v10?query=327at7088	uncharacterized protein LOC110378203
328at7088	Complete	tig00000556	10586029	10594438	2700.8	1656	https://www.orthodb.org/v10?query=328at7088	Nucleolar pre-ribosomal-associated protein 1
332at7088	Complete	tig00000032	2360469	2376163	2810.5	1540	https://www.orthodb.org/v10?query=332at7088	chromodomain-helicase-DNA-binding protein 1
335at7088	Complete	tig00000910	5450198	5466629	1617.4	1055	https://www.orthodb.org/v10?query=335at7088	uncharacterized protein LOC111000708
338at7088	Complete	tig00000124	7227808	7239284	2073.0	998	https://www.orthodb.org/v10?query=338at7088	transcription initiation factor TFIID subunit 1 isoform X1
340at7088	Complete	tig00000003	20167062	20182996	2749.8	1750	https://www.orthodb.org/v10?query=340at7088	uncharacterized protein LOC105388073
342at7088	Complete	tig00000003	10309911	10321890	1841.1	1225	https://www.orthodb.org/v10?query=342at7088	uncharacterized protein LOC101737053
345at7088	Complete	tig00000149	2710718	2731175	2782.6	1488	https://www.orthodb.org/v10?query=345at7088	trichohyalin-like
350at7088	Complete	tig00000001	11112270	11119206	2210.3	1114	https://www.orthodb.org/v10?query=350at7088	tectonin beta-propeller repeat-containing protein
353at7088	Complete	tig00000014	5875963	5902356	2232.9	1142	https://www.orthodb.org/v10?query=353at7088	rho GTPase-activating protein 190-like
354at7088	Complete	tig00000149	6383985	6389697	2427.5	1101	https://www.orthodb.org/v10?query=354at7088	toll-like receptor 6
355at7088	Complete	tig00000149	11013539	11019605	2253.0	1088	https://www.orthodb.org/v10?query=355at7088	protein TANC2 isoform X1
356at7088	Complete	tig00000125	11677899	11690589	2643.1	1418	https://www.orthodb.org/v10?query=356at7088	uncharacterized protein LOC110992145
357at7088	Complete	tig00014284	3898830	3921904	2069.3	1208	https://www.orthodb.org/v10?query=357at7088	uncharacterized protein LOC110994148
360at7088	Complete	tig00000656	6594719	6613227	2226.5	1050	https://www.orthodb.org/v10?query=360at7088	potassium channel subfamily T member 2
363at7088	Complete	tig00000163	6503534	6509569	2508.4	1667	https://www.orthodb.org/v10?query=363at7088	calcineurin-binding protein cabin-1-like
366at7088	Complete	tig00000495	6762752	6782596	3013.6	1770	https://www.orthodb.org/v10?query=366at7088	nucleoprotein TPR
367at7088	Complete	tig00000345	8742261	8751595	1698.7	936	https://www.orthodb.org/v10?query=367at7088	uncharacterized protein LOC106103483
375at7088	Complete	tig00000149	7332415	7351804	1397.9	931	https://www.orthodb.org/v10?query=375at7088	Apaf-1
380at7088	Complete	tig00000014	9476202	9489450	1815.9	941	https://www.orthodb.org/v10?query=380at7088	von Willebrand factor A domain-containing protein 8
382at7088	Complete	tig00000047	1136811	1146466	1873.4	1173	https://www.orthodb.org/v10?query=382at7088	uncharacterized protein LOC105384963
383at7088	Complete	tig00000001	11119033	11128211	2075.0	993	https://www.orthodb.org/v10?query=383at7088	splicing factor 3B subunit 1
384at7088	Complete	tig00014276	5568191	5573697	2047.9	1234	https://www.orthodb.org/v10?query=384at7088	uncharacterized protein LOC110994888
385at7088	Complete	tig00000001	17974931	17997489	2346.7	1396	https://www.orthodb.org/v10?query=385at7088	proteasome activator complex subunit 4B-like
386at7088	Complete	tig00000495	4843827	4853345	2387.5	1107	https://www.orthodb.org/v10?query=386at7088	splicing factor 3B subunit 3 isoform X1
389at7088	Complete	tig00000656	4285988	4302441	2188.8	1047	https://www.orthodb.org/v10?query=389at7088	mediator of RNA polymerase II transcription subunit 23
391at7088	Complete	tig00000633	8910408	8942137	2185.6	1118	https://www.orthodb.org/v10?query=391at7088	sterol regulatory element-binding protein cleavage-activating protein
392at7088	Complete	tig00000209	8622465	8638472	2522.3	1316	https://www.orthodb.org/v10?query=392at7088	UDP-glucose:glycoprotein glucosyltransferase
393at7088	Complete	tig00000315	4524930	4535942	789.4	480	https://www.orthodb.org/v10?query=393at7088	C-myc promoter-binding protein-like
394at7088	Complete	tig00000125	11025464	11058994	1979.3	1216	https://www.orthodb.org/v10?query=394at7088	uncharacterized protein LOC111356302
396at7088	Complete	tig00000436	5209270	5225684	954.2	961	https://www.orthodb.org/v10?query=396at7088	rab3 GTPase-activating protein regulatory subunit
401at7088	Complete	tig00000436	4047922	4074669	2180.6	1080	https://www.orthodb.org/v10?query=401at7088	ASK1
408at7088	Complete	tig00000199	9752050	9766365	2270.3	1254	https://www.orthodb.org/v10?query=408at7088	uncharacterized protein LOC110371077
412at7088	Complete	tig00000086	3406128	3436933	2458.1	1441	https://www.orthodb.org/v10?query=412at7088	protein outspread
417at7088	Complete	tig00000001	18004586	18016564	1915.2	1028	https://www.orthodb.org/v10?query=417at7088	helicase SKI2W
420at7088	Complete	tig00000162	332546	350780	1119.6	567	https://www.orthodb.org/v10?query=420at7088	rho guanine nucleotide exchange factor 17 isoform X1
427at7088	Complete	tig00000910	5308825	5337013	1743.0	1014	https://www.orthodb.org/v10?query=427at7088	uncharacterized protein LOC105385596
429at7088	Complete	tig00000149	16350920	16371980	2592.0	1366	https://www.orthodb.org/v10?query=429at7088	uncharacterized protein LOC105388960
430at7088	Complete	tig00000125	13728563	13740404	2160.6	1088	https://www.orthodb.org/v10?query=430at7088	chaoptin
434at7088	Complete	tig00000209	10262503	10269719	2404.9	1266	https://www.orthodb.org/v10?query=434at7088	DNA polymerase
437at7088	Complete	tig00000727	3546036	3574419	1970.5	985	https://www.orthodb.org/v10?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	tig00000436	6382642	6401961	2466.3	1283	https://www.orthodb.org/v10?query=443at7088	Xanthine dehydrogenase
445at7088	Complete	tig00000345	7887814	7896562	2439.5	1441	https://www.orthodb.org/v10?query=445at7088	uncharacterized protein LOC106120650
450at7088	Complete	tig00000209	11810721	11819085	2177.9	1350	https://www.orthodb.org/v10?query=450at7088	Zinc finger protein
455at7088	Complete	tig00000199	4036542	4047552	2588.0	1089	https://www.orthodb.org/v10?query=455at7088	DNA-directed RNA polymerase II subunit RPB2
456at7088	Complete	tig00000149	6697541	6703496	2383.3	1183	https://www.orthodb.org/v10?query=456at7088	toll-like receptor 6
458at7088	Complete	tig00000953	1057756	1128759	2571.6	1527	https://www.orthodb.org/v10?query=458at7088	uncharacterized protein LOC106137067
461at7088	Complete	tig00000086	1438413	1464604	2204.6	1150	https://www.orthodb.org/v10?query=461at7088	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like isoform X1
464at7088	Complete	tig00000345	4823935	4841302	1977.9	1181	https://www.orthodb.org/v10?query=464at7088	LOC101744043
467at7088	Complete	tig00014276	1371647	1398178	1179.2	806	https://www.orthodb.org/v10?query=467at7088	Phosphoribosylformylglycinamidine cyclo-ligase
468at7088	Complete	tig00000495	3830923	3846720	2643.9	1450	https://www.orthodb.org/v10?query=468at7088	uncharacterized protein LOC111358843
478at7088	Complete	tig00000209	1550327	1580841	2095.4	1183	https://www.orthodb.org/v10?query=478at7088	uncharacterized protein LOC111000693
479at7088	Complete	tig00000163	2768186	2780894	2328.6	1390	https://www.orthodb.org/v10?query=479at7088	adenylate cyclase type 10-like
481at7088	Complete	tig00000003	6354163	6368189	2000.8	1041	https://www.orthodb.org/v10?query=481at7088	phosphoribosylformylglycinamidine synthase
486at7088	Complete	tig00000495	9991004	10003645	2571.5	1277	https://www.orthodb.org/v10?query=486at7088	DNA topoisomerase 2
488at7088	Complete	tig00000715	2776542	2815877	1790.2	1119	https://www.orthodb.org/v10?query=488at7088	uncharacterized protein LOC111354620
489at7088	Complete	tig00000675	524531	544733	1214.3	2097	https://www.orthodb.org/v10?query=489at7088	uncharacterized protein LOC101742695
490at7088	Complete	tig00000086	642712	664760	1542.0	1174	https://www.orthodb.org/v10?query=490at7088	restin homolog isoform X1
492at7088	Complete	tig00000556	5837390	5845219	1747.1	938	https://www.orthodb.org/v10?query=492at7088	uncharacterized protein LOC101739889
494at7088	Complete	tig00001139	438919	490290	1888.9	1245	https://www.orthodb.org/v10?query=494at7088	Methyl-CpG-binding domain protein 5
495at7088	Complete	tig00000199	10790893	10798336	2311.2	1251	https://www.orthodb.org/v10?query=495at7088	neither inactivation nor afterpotential protein C isoform X1
496at7088	Complete	tig00000789	2006132	2051367	1460.1	776	https://www.orthodb.org/v10?query=496at7088	nephrin
498at7088	Complete	tig00000279	12427551	12434919	1913.3	955	https://www.orthodb.org/v10?query=498at7088	leucine--tRNA ligase, cytoplasmic
499at7088	Complete	tig00000001	11595185	11609499	2042.5	934	https://www.orthodb.org/v10?query=499at7088	DNA-directed RNA polymerase III subunit RPC2
504at7088	Complete	tig00000003	6333743	6344189	1870.4	1179	https://www.orthodb.org/v10?query=504at7088	TBC1 domain family member 30
505at7088	Complete	tig00000124	6114097	6120040	2239.7	1197	https://www.orthodb.org/v10?query=505at7088	intraflagellar transport protein 140 homolog
506at7088	Complete	tig00000633	222903	239101	1000.3	552	https://www.orthodb.org/v10?query=506at7088	Transient receptor potential A1
509at7088	Complete	tig00000149	5994166	5997999	2148.2	1067	https://www.orthodb.org/v10?query=509at7088	toll-like receptor Tollo
511at7088	Complete	tig00000420	745508	758724	2262.4	1347	https://www.orthodb.org/v10?query=511at7088	TATA-binding protein-associated factor 172
513at7088	Complete	tig00000595	6935375	6957755	2018.6	1219	https://www.orthodb.org/v10?query=513at7088	uncharacterized protein LOC105389615
515at7088	Complete	tig00000279	8498953	8520630	2035.2	970	https://www.orthodb.org/v10?query=515at7088	LOW QUALITY PROTEIN: DENN domain-containing protein 5B-like
516at7088	Complete	tig00000279	5541144	5559551	1865.5	945	https://www.orthodb.org/v10?query=516at7088	probable phosphorylase b kinase regulatory subunit alpha isoform X1
517at7088	Complete	tig00000032	3483291	3499251	2257.9	1585	https://www.orthodb.org/v10?query=517at7088	uncharacterized protein LOC110994391
518at7088	Complete	tig00000345	4727130	4732220	2224.5	1014	https://www.orthodb.org/v10?query=518at7088	membrane-associated protein Hem
519at7088	Complete	tig00000727	4906451	4961393	1185.0	600	https://www.orthodb.org/v10?query=519at7088	uncharacterized protein LOC105380983
522at7088	Complete	tig00000595	8608457	8634170	1949.9	1043	https://www.orthodb.org/v10?query=522at7088	guanine nucleotide exchange factor subunit Rich
