# BUSCO version is: 4.0.5 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2019-11-20, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
33at7088	Complete	tig00000001	5309673	5328565	2671.7	1397	https://www.orthodb.org/v10?query=33at7088	transformation/transcription domain-associated protein
34at7088	Complete	tig00000070	4617791	4629209	1330.2	894	https://www.orthodb.org/v10?query=34at7088	uncharacterized protein KIAA1109
36at7088	Complete	tig00000097	5230112	5254508	6301.0	3622	https://www.orthodb.org/v10?query=36at7088	histone-lysine N-methyltransferase trithorax
37at7088	Complete	tig00000109	5453115	5473828	3506.6	1935	https://www.orthodb.org/v10?query=37at7088	laminin subunit alpha
38at7088	Complete	tig00000079	3341202	3359382	2198.6	1320	https://www.orthodb.org/v10?query=38at7088	apolipophorins isoform X1
41at7088	Complete	tig00000111	3534371	3567988	5653.3	2822	https://www.orthodb.org/v10?query=41at7088	WD repeat and FYVE domain-containing protein 3 isoform X1
43at7088	Complete	tig00000134	1938969	1959274	5032.0	2725	https://www.orthodb.org/v10?query=43at7088	histone-lysine N-methyltransferase 2C-like
46at7088	Complete	tig00000079	202908	220235	4989.8	2473	https://www.orthodb.org/v10?query=46at7088	protein bark beetle isoform X1
47at7088	Complete	tig00000057	4058571	4081594	4873.5	2856	https://www.orthodb.org/v10?query=47at7088	uncharacterized protein LOC106111021
48at7088	Complete	tig00000105	2702324	2740389	4578.4	2293	https://www.orthodb.org/v10?query=48at7088	dmX-like protein 2 isoform X1
49at7088	Complete	tig00000288	1898843	1957787	3736.6	2697	https://www.orthodb.org/v10?query=49at7088	hemocytin
50at7088	Complete	tig00000270	342961	383486	3839.0	1810	https://www.orthodb.org/v10?query=50at7088	teneurin-3 isoform X1
51at7088	Complete	tig00000242	1070870	1099399	3111.1	1777	https://www.orthodb.org/v10?query=51at7088	protein dachsous
52at7088	Complete	tig00000072	1363315	1381179	2669.9	1320	https://www.orthodb.org/v10?query=52at7088	protein unc-80 homolog
54at7088	Complete	tig00000080	1494916	1511919	5366.7	2420	https://www.orthodb.org/v10?query=54at7088	teneurin-m isoform X1
56at7088	Complete	tig00000187	892786	904084	1299.7	705	https://www.orthodb.org/v10?query=56at7088	vacuolar protein sorting-associated protein 13A isoform X2
57at7088	Complete	tig00000001	8289845	8315969	4699.3	2332	https://www.orthodb.org/v10?query=57at7088	uncharacterized protein LOC106133612
59at7088	Complete	tig00000142	3285887	3302118	4471.6	3792	https://www.orthodb.org/v10?query=59at7088	uncharacterized protein LOC106102106
60at7088	Complete	tig00000051	8036228	8060429	3536.1	2130	https://www.orthodb.org/v10?query=60at7088	fat-like cadherin-related tumor suppressor homolog
63at7088	Complete	tig00000043	1118769	1160636	4832.3	2742	https://www.orthodb.org/v10?query=63at7088	vacuolar protein sorting-associated protein 13A-like
64at7088	Complete	tig00000084	4133883	4144662	4089.9	2007	https://www.orthodb.org/v10?query=64at7088	LOW QUALITY PROTEIN: carbamoyl-phosphate synthase large chain, chloroplastic
65at7088	Complete	tig00000016	461656	510512	2912.9	1544	https://www.orthodb.org/v10?query=65at7088	neurobeachin
66at7088	Complete	tig00000083	1882359	1899883	3234.4	1477	https://www.orthodb.org/v10?query=66at7088	Pre-mRNA-processing-splicing factor 8
68at7088	Complete	tig00000121	1445085	1469150	980.0	541	https://www.orthodb.org/v10?query=68at7088	protein furry isoform X1
69at7088	Complete	tig00000019	8173049	8183283	4207.8	2133	https://www.orthodb.org/v10?query=69at7088	serine/threonine-protein kinase mTOR-like
70at7088	Complete	tig00000080	3875098	3891094	3606.9	2366	https://www.orthodb.org/v10?query=70at7088	cubilin
72at7088	Complete	tig00000041	556	87964	4207.1	2233	https://www.orthodb.org/v10?query=72at7088	filamin-A
74at7088	Complete	tig00000024	1224088	1243313	4898.6	2330	https://www.orthodb.org/v10?query=74at7088	zinc finger homeobox protein 3
78at7088	Complete	tig00000044	5327107	5369759	4578.2	2995	https://www.orthodb.org/v10?query=78at7088	Survivin-1
83at7088	Complete	tig00000079	4587709	4632845	2955.9	1596	https://www.orthodb.org/v10?query=83at7088	Inositol 1,4,5-trisphosphate receptor
84at7088	Complete	tig00000044	3114562	3136906	4315.8	2177	https://www.orthodb.org/v10?query=84at7088	ubiquitin carboxyl-terminal hydrolase 34
86at7088	Complete	tig00000003	6675111	6710355	3108.2	2020	https://www.orthodb.org/v10?query=86at7088	serine/threonine-protein kinase ATR-like
88at7088	Complete	tig00000001	7276880	7302044	5782.0	3213	https://www.orthodb.org/v10?query=88at7088	uncharacterized protein LOC101743552
96at7088	Complete	tig00000121	2759481	2789186	3703.4	1789	https://www.orthodb.org/v10?query=96at7088	chondroitin sulfate proteoglycan 4
101at7088	Complete	tig00000121	2151072	2177505	3240.2	1884	https://www.orthodb.org/v10?query=101at7088	E3 ubiquitin-protein ligase MYCBP2 isoform X1
103at7088	Complete	tig00000105	2292730	2350499	4039.2	2138	https://www.orthodb.org/v10?query=103at7088	protein unc-13 homolog A isoform X1
105at7088	Complete	tig00000079	5900485	5925080	3174.8	2258	https://www.orthodb.org/v10?query=105at7088	uncharacterized protein LOC106123073
106at7088	Complete	tig00000003	8587572	8606186	3418.1	1922	https://www.orthodb.org/v10?query=106at7088	small subunit processome component 20 homolog
112at7088	Complete	tig00000057	377887	398858	3745.0	1842	https://www.orthodb.org/v10?query=112at7088	Ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	tig00000121	2070590	2126204	2746.0	1568	https://www.orthodb.org/v10?query=113at7088	kalirin
116at7088	Complete	tig00000001	4896996	4909061	3367.7	1712	https://www.orthodb.org/v10?query=116at7088	myosin-VIIa-like
122at7088	Complete	tig00000050	2155123	2213321	4030.8	1991	https://www.orthodb.org/v10?query=122at7088	tetratricopeptide repeat protein 28
123at7088	Complete	tig00000171	3426222	3464379	3034.6	1603	https://www.orthodb.org/v10?query=123at7088	DNA polymerase epsilon catalytic subunit A
126at7088	Complete	tig00000165	1674400	1717023	3483.6	1719	https://www.orthodb.org/v10?query=126at7088	phosphatidylinositol 4-kinase alpha isoform X1
127at7088	Complete	tig00000105	3239154	3296292	3779.3	2384	https://www.orthodb.org/v10?query=127at7088	uncharacterized protein LOC106104714
128at7088	Complete	tig00000235	345224	365659	2263.7	1622	https://www.orthodb.org/v10?query=128at7088	Vacuolar protein sorting-associated protein 13D
133at7088	Complete	tig00000243	356256	379281	1728.5	1710	https://www.orthodb.org/v10?query=133at7088	uncharacterized protein LOC106140978
136at7088	Complete	tig00000070	1655593	1677554	2043.0	1044	https://www.orthodb.org/v10?query=136at7088	piezo-type mechanosensitive ion channel component isoform X1
137at7088	Complete	tig00000333	417817	456700	3458.6	1974	https://www.orthodb.org/v10?query=137at7088	proto-oncogene tyrosine-protein kinase ROS
138at7088	Complete	tig00000003	1613147	1630395	2434.6	1834	https://www.orthodb.org/v10?query=138at7088	protein abnormal spindle
139at7088	Complete	tig00000011	11776612	11799567	3626.4	1906	https://www.orthodb.org/v10?query=139at7088	protein pecanex-like
140at7088	Complete	tig00000024	5083795	5108656	1884.2	903	https://www.orthodb.org/v10?query=140at7088	supervillin-like isoform X1
145at7088	Complete	tig00000105	2761376	2788000	3278.4	1645	https://www.orthodb.org/v10?query=145at7088	Sodium channel protein
148at7088	Complete	tig00000019	3599627	3641058	2762.2	1560	https://www.orthodb.org/v10?query=148at7088	uncharacterized protein LOC111354061
155at7088	Complete	tig00000155	3319870	3346199	3926.2	2364	https://www.orthodb.org/v10?query=155at7088	Adenomatous polyposis coli protein
158at7088	Complete	tig00000145	2641207	2724753	2429.2	1384	https://www.orthodb.org/v10?query=158at7088	Sodium channel protein
159at7088	Complete	tig00000044	2876070	2894020	1967.2	1080	https://www.orthodb.org/v10?query=159at7088	zinc finger FYVE domain-containing protein 26 homolog
160at7088	Complete	tig00000015	3149749	3181134	2506.9	1043	https://www.orthodb.org/v10?query=160at7088	protein still life, isoform SIF type 1
163at7088	Complete	tig00000051	2060960	2084211	3190.7	1631	https://www.orthodb.org/v10?query=163at7088	LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 4-like
173at7088	Complete	tig00000165	1205194	1237826	3195.6	1451	https://www.orthodb.org/v10?query=173at7088	clathrin heavy chain
177at7088	Complete	tig00000003	7661457	7684328	3643.3	1781	https://www.orthodb.org/v10?query=177at7088	voltage-dependent T-type calcium channel subunit alpha-1G-like
179at7088	Fragmented	tig00000323	973294	981932	1978.7	979	https://www.orthodb.org/v10?query=179at7088	uncharacterized protein LOC101741868
183at7088	Complete	tig00000111	4897298	4919048	2332.7	1291	https://www.orthodb.org/v10?query=183at7088	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase HECTD1
184at7088	Fragmented	tig00000511	466696	486564	1960.0	1058	https://www.orthodb.org/v10?query=184at7088	cadherin-89D
186at7088	Complete	tig00000084	4257949	4273608	3400.4	1905	https://www.orthodb.org/v10?query=186at7088	nucleosome-remodeling factor subunit NURF301
190at7088	Complete	tig00000217	1770677	1801295	2851.8	1383	https://www.orthodb.org/v10?query=190at7088	NACHT and WD repeat domain-containing protein 2
193at7088	Complete	tig00000336	627642	638151	3392.4	1548	https://www.orthodb.org/v10?query=193at7088	brefeldin A-inhibited guanine nucleotide-exchange protein 1
196at7088	Complete	tig00000111	256061	285614	2785.6	1460	https://www.orthodb.org/v10?query=196at7088	cadherin-23
200at7088	Complete	tig00000097	663206	680539	514.5	443	https://www.orthodb.org/v10?query=200at7088	protein unc-79 homolog
201at7088	Complete	tig00000124	4783913	4807863	3148.4	1532	https://www.orthodb.org/v10?query=201at7088	uncharacterized protein LOC105392584
204at7088	Complete	tig00000107	302628	315505	2523.8	1456	https://www.orthodb.org/v10?query=204at7088	uncharacterized protein LOC106100576
206at7088	Complete	tig00000041	2849693	2872467	2137.5	966	https://www.orthodb.org/v10?query=206at7088	protein sickie isoform X1
207at7088	Complete	tig00000003	87668	113352	3074.2	1688	https://www.orthodb.org/v10?query=207at7088	WD repeat-containing protein 81
208at7088	Complete	tig00000107	1570970	1588559	2416.6	1414	https://www.orthodb.org/v10?query=208at7088	ras GTPase-activating-like protein IQGAP1
210at7088	Complete	tig00000107	2094505	2109646	3652.7	1722	https://www.orthodb.org/v10?query=210at7088	DNA-directed RNA polymerase II subunit RPB1
211at7088	Complete	tig00000084	5918005	5929249	3351.6	1921	https://www.orthodb.org/v10?query=211at7088	spatacsin
212at7088	Complete	tig00000109	5410349	5431142	2873.0	1472	https://www.orthodb.org/v10?query=212at7088	laminin subunit gamma-1
215at7088	Complete	tig00000019	8043387	8064087	3352.9	1668	https://www.orthodb.org/v10?query=215at7088	LOW QUALITY PROTEIN: brefeldin A-inhibited guanine nucleotide-exchange protein 3
220at7088	Complete	tig00000083	3662642	3678659	1847.8	904	https://www.orthodb.org/v10?query=220at7088	Dual oxidase 1
231at7088	Complete	tig00000097	5675503	5696092	2393.7	1443	https://www.orthodb.org/v10?query=231at7088	LOW QUALITY PROTEIN: uncharacterized protein LOC101738815
232at7088	Complete	tig00000084	4580625	4601679	3135.0	1590	https://www.orthodb.org/v10?query=232at7088	nipped-B-like protein
235at7088	Complete	tig00000001	3299465	3305686	1976.4	1282	https://www.orthodb.org/v10?query=235at7088	HEAT repeat-containing protein 1
236at7088	Complete	tig00000107	4557944	4579747	2148.5	1269	https://www.orthodb.org/v10?query=236at7088	nucleoporin NUP188 homolog
242at7088	Complete	tig00000015	9323518	9350707	3065.9	1657	https://www.orthodb.org/v10?query=242at7088	uncharacterized protein LOC111002222
246at7088	Complete	tig00000376	963018	1029581	2038.6	1048	https://www.orthodb.org/v10?query=246at7088	transient receptor potential cation channel trpm isoform X1
248at7088	Complete	tig00000105	2938688	2956312	2385.5	1075	https://www.orthodb.org/v10?query=248at7088	unconventional myosin-IXa-like isoform X1
250at7088	Complete	tig00000201	1720459	1760134	2667.9	1224	https://www.orthodb.org/v10?query=250at7088	DE-cadherin isoform X1
251at7088	Complete	tig00000057	526830	539748	3207.6	2178	https://www.orthodb.org/v10?query=251at7088	E3 SUMO-protein ligase RanBP2-like
254at7088	Complete	tig00000084	72076	89354	3196.2	1577	https://www.orthodb.org/v10?query=254at7088	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
258at7088	Complete	tig00000346	1132568	1162225	822.3	547	https://www.orthodb.org/v10?query=258at7088	uncharacterized protein LOC106142077
259at7088	Complete	tig00000113	925044	938779	1643.0	830	https://www.orthodb.org/v10?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	tig00000119	4570243	4592010	2735.6	1417	https://www.orthodb.org/v10?query=263at7088	protein polybromo-1
266at7088	Complete	tig00000109	3009413	3055903	2965.4	1346	https://www.orthodb.org/v10?query=266at7088	disco-interacting protein 2 isoform X1
270at7088	Complete	tig00000109	3365197	3383863	3535.4	2198	https://www.orthodb.org/v10?query=270at7088	PHD finger protein rhinoceros
271at7088	Complete	tig00000024	4783805	4796444	2637.7	1383	https://www.orthodb.org/v10?query=271at7088	uncharacterized protein LOC106109654
273at7088	Complete	tig00000155	2953788	2982074	1920.7	1249	https://www.orthodb.org/v10?query=273at7088	Cadherin-like protein
274at7088	Complete	tig00000177	777459	791407	2538.2	1460	https://www.orthodb.org/v10?query=274at7088	DNA-directed RNA polymerase I subunit RPA1
278at7088	Complete	tig00000001	9161870	9167836	1250.3	645	https://www.orthodb.org/v10?query=278at7088	uncharacterized protein LOC111352582
281at7088	Complete	tig00000084	1599749	1609518	1092.8	734	https://www.orthodb.org/v10?query=281at7088	uncharacterized protein LOC105389625
288at7088	Complete	tig00000110	2484220	2495958	2232.0	1523	https://www.orthodb.org/v10?query=288at7088	uncharacterized protein LOC106140763
296at7088	Complete	tig00000224	2068976	2087659	1885.8	1374	https://www.orthodb.org/v10?query=296at7088	uncharacterized protein LOC106113881
302at7088	Complete	tig00000217	1981643	2015087	2193.7	1032	https://www.orthodb.org/v10?query=302at7088	Calcium-dependent secretion activator
303at7088	Complete	tig00000001	8078153	8101245	2713.6	2075	https://www.orthodb.org/v10?query=303at7088	serine-protein kinase ATM
307at7088	Complete	tig00000072	4267568	4300494	2640.9	1389	https://www.orthodb.org/v10?query=307at7088	protocadherin-15
311at7088	Complete	tig00000011	8598486	8614396	2448.8	1421	https://www.orthodb.org/v10?query=311at7088	Gamma-tubulin complex component 6
315at7088	Complete	tig00000043	1769465	1779670	2667.5	1368	https://www.orthodb.org/v10?query=315at7088	uncharacterized protein LOC105388963
316at7088	Complete	tig00000051	1967579	1981707	2511.7	2153	https://www.orthodb.org/v10?query=316at7088	protein lava lamp-like
318at7088	Complete	tig00000260	868964	894297	2750.4	1541	https://www.orthodb.org/v10?query=318at7088	cadherin-86C
321at7088	Complete	tig00000121	3015399	3022495	2027.4	1439	https://www.orthodb.org/v10?query=321at7088	uncharacterized protein LOC106130599
322at7088	Complete	tig00000155	3033483	3047461	823.5	455	https://www.orthodb.org/v10?query=322at7088	uncharacterized protein LOC106136812
324at7088	Complete	tig00000162	1711138	1729678	2446.3	1215	https://www.orthodb.org/v10?query=324at7088	myosin-IIIb-like isoform X1
325at7088	Complete	tig00000024	8766588	8785852	2539.5	1422	https://www.orthodb.org/v10?query=325at7088	protein virilizer
326at7088	Complete	tig00000001	2317345	2332639	2606.8	1374	https://www.orthodb.org/v10?query=326at7088	maestro heat-like repeat-containing protein family member 1
327at7088	Complete	tig00000360	225761	241595	2700.7	1934	https://www.orthodb.org/v10?query=327at7088	uncharacterized protein LOC110378203
328at7088	Complete	tig00000383	691836	700928	2676.9	1671	https://www.orthodb.org/v10?query=328at7088	Nucleolar pre-ribosomal-associated protein 1
332at7088	Complete	tig00000107	1357583	1372390	2808.3	1525	https://www.orthodb.org/v10?query=332at7088	chromodomain-helicase-DNA-binding protein 1
335at7088	Complete	tig00000437	559142	566669	2092.2	1184	https://www.orthodb.org/v10?query=335at7088	uncharacterized protein LOC111000708
338at7088	Complete	tig00000003	5355478	5373492	835.0	548	https://www.orthodb.org/v10?query=338at7088	transcription initiation factor TFIID subunit 1 isoform X1
340at7088	Complete	tig00000011	11900794	11916118	2739.9	1752	https://www.orthodb.org/v10?query=340at7088	uncharacterized protein LOC105388073
342at7088	Complete	tig00000015	7140809	7153465	1757.0	1164	https://www.orthodb.org/v10?query=342at7088	uncharacterized protein LOC101737053
345at7088	Complete	tig00000025	2730594	2757595	2864.8	1602	https://www.orthodb.org/v10?query=345at7088	trichohyalin-like
350at7088	Complete	tig00000084	4622307	4631731	2210.8	1113	https://www.orthodb.org/v10?query=350at7088	tectonin beta-propeller repeat-containing protein
353at7088	Complete	tig00000079	5698857	5727595	1750.4	889	https://www.orthodb.org/v10?query=353at7088	rho GTPase-activating protein 190-like
354at7088	Complete	tig00000158	1225429	1231100	2426.5	1101	https://www.orthodb.org/v10?query=354at7088	toll-like receptor 6
355at7088	Complete	tig00000043	8335133	8362099	2253.9	1122	https://www.orthodb.org/v10?query=355at7088	protein TANC2 isoform X1
356at7088	Complete	tig00000072	769802	785723	2629.2	1420	https://www.orthodb.org/v10?query=356at7088	uncharacterized protein LOC110992145
357at7088	Complete	tig00000272	163875	182959	2287.9	1225	https://www.orthodb.org/v10?query=357at7088	uncharacterized protein LOC110994148
360at7088	Complete	tig00000109	3694137	3719973	2227.4	1053	https://www.orthodb.org/v10?query=360at7088	potassium channel subfamily T member 2
363at7088	Complete	tig00000192	2293381	2299407	2567.4	1697	https://www.orthodb.org/v10?query=363at7088	calcineurin-binding protein cabin-1-like
366at7088	Complete	tig00000024	3087561	3104540	2897.0	1684	https://www.orthodb.org/v10?query=366at7088	nucleoprotein TPR
367at7088	Complete	tig00000498	360323	371325	2158.3	1183	https://www.orthodb.org/v10?query=367at7088	uncharacterized protein LOC106103483
375at7088	Complete	tig00000158	2228925	2246573	1881.9	1194	https://www.orthodb.org/v10?query=375at7088	Apaf-1
380at7088	Complete	tig00000083	1237075	1262940	1848.5	940	https://www.orthodb.org/v10?query=380at7088	von Willebrand factor A domain-containing protein 8
382at7088	Complete	tig00000383	197993	211659	1895.3	1183	https://www.orthodb.org/v10?query=382at7088	uncharacterized protein LOC105384963
383at7088	Complete	tig00000084	4631557	4641516	2411.3	1097	https://www.orthodb.org/v10?query=383at7088	splicing factor 3B subunit 1
384at7088	Complete	tig00000162	2937828	2946146	2265.5	1400	https://www.orthodb.org/v10?query=384at7088	uncharacterized protein LOC110994888
385at7088	Complete	tig00000044	2829635	2861469	2973.0	1677	https://www.orthodb.org/v10?query=385at7088	proteasome activator complex subunit 4B-like
386at7088	Complete	tig00000024	985003	993751	2400.9	1107	https://www.orthodb.org/v10?query=386at7088	splicing factor 3B subunit 3 isoform X1
389at7088	Complete	tig00000109	1756570	1779433	2193.6	1040	https://www.orthodb.org/v10?query=389at7088	mediator of RNA polymerase II transcription subunit 23
391at7088	Complete	tig00000121	1794771	1826828	2193.7	1111	https://www.orthodb.org/v10?query=391at7088	sterol regulatory element-binding protein cleavage-activating protein
392at7088	Complete	tig00000057	486509	499817	1741.6	899	https://www.orthodb.org/v10?query=392at7088	UDP-glucose:glycoprotein glucosyltransferase
393at7088	Complete	tig00000105	4067149	4101311	2529.5	1345	https://www.orthodb.org/v10?query=393at7088	C-myc promoter-binding protein-like
394at7088	Complete	tig00000072	1443544	1471107	2661.1	1358	https://www.orthodb.org/v10?query=394at7088	uncharacterized protein LOC111356302
396at7088	Complete	tig00000111	4824846	4841587	971.4	947	https://www.orthodb.org/v10?query=396at7088	rab3 GTPase-activating protein regulatory subunit
401at7088	Complete	tig00000260	736688	765645	2154.6	1020	https://www.orthodb.org/v10?query=401at7088	ASK1
408at7088	Complete	tig00000001	5413757	5428867	2288.7	1256	https://www.orthodb.org/v10?query=408at7088	uncharacterized protein LOC110371077
412at7088	Complete	tig00000291	1681418	1700079	2248.1	1323	https://www.orthodb.org/v10?query=412at7088	protein outspread
417at7088	Complete	tig00000044	2810615	2830605	1942.6	1059	https://www.orthodb.org/v10?query=417at7088	helicase SKI2W
420at7088	Complete	tig00000097	3379980	3407108	1623.9	814	https://www.orthodb.org/v10?query=420at7088	rho guanine nucleotide exchange factor 17 isoform X1
427at7088	Complete	tig00000437	717793	746471	1833.9	1117	https://www.orthodb.org/v10?query=427at7088	uncharacterized protein LOC105385596
429at7088	Complete	tig00000043	1244845	1262968	2113.5	1152	https://www.orthodb.org/v10?query=429at7088	uncharacterized protein LOC105388960
430at7088	Complete	tig00000155	1431024	1437478	2042.6	1012	https://www.orthodb.org/v10?query=430at7088	chaoptin
434at7088	Complete	tig00000057	2336480	2344680	2406.7	1258	https://www.orthodb.org/v10?query=434at7088	DNA polymerase
437at7088	Complete	tig00000104	5809530	5844565	1980.4	984	https://www.orthodb.org/v10?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	tig00000111	3456819	3484355	2553.0	1331	https://www.orthodb.org/v10?query=443at7088	Xanthine dehydrogenase
445at7088	Complete	tig00000187	1586519	1597809	2020.8	1299	https://www.orthodb.org/v10?query=445at7088	uncharacterized protein LOC106120650
450at7088	Complete	tig00000057	4271324	4283518	2186.8	1317	https://www.orthodb.org/v10?query=450at7088	Zinc finger protein
455at7088	Complete	tig00000070	1677331	1681207	2698.2	1119	https://www.orthodb.org/v10?query=455at7088	DNA-directed RNA polymerase II subunit RPB2
456at7088	Complete	tig00000158	1581644	1587529	2390.6	1183	https://www.orthodb.org/v10?query=456at7088	toll-like receptor 6
458at7088	Complete	tig00000050	635372	695089	2386.9	1395	https://www.orthodb.org/v10?query=458at7088	uncharacterized protein LOC106137067
461at7088	Complete	tig00000288	136378	171847	2188.5	1137	https://www.orthodb.org/v10?query=461at7088	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like isoform X1
464at7088	Complete	tig00000134	900771	917144	1754.8	1027	https://www.orthodb.org/v10?query=464at7088	LOC101744043
467at7088	Complete	tig00000177	2130215	2153952	2128.0	1101	https://www.orthodb.org/v10?query=467at7088	Phosphoribosylformylglycinamidine cyclo-ligase
468at7088	Complete	tig00000053	2566735	2588395	2351.1	1483	https://www.orthodb.org/v10?query=468at7088	uncharacterized protein LOC111358843
478at7088	Complete	tig00000041	7234821	7270414	1976.3	1140	https://www.orthodb.org/v10?query=478at7088	uncharacterized protein LOC111000693
479at7088	Complete	tig00000237	196850	205982	2167.7	1299	https://www.orthodb.org/v10?query=479at7088	adenylate cyclase type 10-like
481at7088	Complete	tig00000015	2706713	2723991	1993.5	1039	https://www.orthodb.org/v10?query=481at7088	phosphoribosylformylglycinamidine synthase
486at7088	Complete	tig00000024	6545404	6567250	2577.5	1290	https://www.orthodb.org/v10?query=486at7088	DNA topoisomerase 2
488at7088	Complete	tig00000016	8847118	8897693	1422.3	1055	https://www.orthodb.org/v10?query=488at7088	uncharacterized protein LOC111354620
489at7088	Complete	tig00000165	2793599	2816120	1099.2	2162	https://www.orthodb.org/v10?query=489at7088	uncharacterized protein LOC101742695
490at7088	Complete	tig00000045	700783	716922	1675.5	1262	https://www.orthodb.org/v10?query=490at7088	restin homolog isoform X1
492at7088	Complete	tig00000019	5559592	5566557	950.2	574	https://www.orthodb.org/v10?query=492at7088	uncharacterized protein LOC101739889
494at7088	Complete	tig00000392	556214	587936	2174.9	1278	https://www.orthodb.org/v10?query=494at7088	Methyl-CpG-binding domain protein 5
495at7088	Complete	tig00000001	4367154	4374491	2401.2	1298	https://www.orthodb.org/v10?query=495at7088	neither inactivation nor afterpotential protein C isoform X1
496at7088	Complete	tig00000003	12740760	12800167	1599.6	862	https://www.orthodb.org/v10?query=496at7088	nephrin
498at7088	Complete	tig00000080	4100430	4108694	2034.9	1017	https://www.orthodb.org/v10?query=498at7088	leucine--tRNA ligase, cytoplasmic
499at7088	Complete	tig00000084	5107323	5113662	2003.2	920	https://www.orthodb.org/v10?query=499at7088	DNA-directed RNA polymerase III subunit RPC2
504at7088	Complete	tig00000015	2683521	2696734	1939.3	1222	https://www.orthodb.org/v10?query=504at7088	TBC1 domain family member 30
505at7088	Complete	tig00000003	4089988	4097571	2234.0	1191	https://www.orthodb.org/v10?query=505at7088	intraflagellar transport protein 140 homolog
506at7088	Complete	tig00000109	2768631	2783744	1848.0	925	https://www.orthodb.org/v10?query=506at7088	Transient receptor potential A1
509at7088	Complete	tig00000158	797968	801801	2151.1	1066	https://www.orthodb.org/v10?query=509at7088	toll-like receptor Tollo
511at7088	Complete	tig00000243	735269	754784	2411.5	1506	https://www.orthodb.org/v10?query=511at7088	TATA-binding protein-associated factor 172
513at7088	Complete	tig00000142	1868576	1892454	1909.2	1134	https://www.orthodb.org/v10?query=513at7088	uncharacterized protein LOC105389615
515at7088	Complete	tig00000270	1096082	1109830	1226.8	613	https://www.orthodb.org/v10?query=515at7088	LOW QUALITY PROTEIN: DENN domain-containing protein 5B-like
516at7088	Complete	tig00000051	1984078	2000028	1984.1	1015	https://www.orthodb.org/v10?query=516at7088	probable phosphorylase b kinase regulatory subunit alpha isoform X1
517at7088	Complete	tig00000107	218433	239169	2277.2	1506	https://www.orthodb.org/v10?query=517at7088	uncharacterized protein LOC110994391
518at7088	Complete	tig00000134	1003221	1011178	2222.0	1014	https://www.orthodb.org/v10?query=518at7088	membrane-associated protein Hem
519at7088	Complete	tig00000104	4161362	4243310	1042.5	543	https://www.orthodb.org/v10?query=519at7088	uncharacterized protein LOC105380983
522at7088	Complete	tig00000142	9193	31446	1319.7	617	https://www.orthodb.org/v10?query=522at7088	guanine nucleotide exchange factor subunit Rich
526at7088	Complete	tig00000105	2741424	2747121	1628.0	971	https://www.orthodb.org/v10?query=526at7088	isoleucine--tRNA ligase, cytoplasmic
