# BUSCO version is: 4.0.5 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2019-11-20, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
54at7088	Complete	chr7	5889693	5904557	5393.4	2468	https://www.orthodb.org/v10?query=54at7088	teneurin-m isoform X1
56at7088	Complete	chr8	4220610	4255618	5422.0	2915	https://www.orthodb.org/v10?query=56at7088	vacuolar protein sorting-associated protein 13A isoform X2
57at7088	Complete	chr5	4787671	4809991	4655.5	2334	https://www.orthodb.org/v10?query=57at7088	uncharacterized protein LOC106133612
59at7088	Complete	chr17	4552323	4570095	3835.4	3417	https://www.orthodb.org/v10?query=59at7088	uncharacterized protein LOC106102106
60at7088	Complete	chr7	60795	83797	5167.9	3053	https://www.orthodb.org/v10?query=60at7088	fat-like cadherin-related tumor suppressor homolog
63at7088	Complete	chr13	8487028	8516539	4429.5	2664	https://www.orthodb.org/v10?query=63at7088	vacuolar protein sorting-associated protein 13A-like
64at7088	Complete	chr9	5229206	5239869	4002.0	1971	https://www.orthodb.org/v10?query=64at7088	LOW QUALITY PROTEIN: carbamoyl-phosphate synthase large chain, chloroplastic
65at7088	Complete	chr22	1262600	1340128	3748.4	2023	https://www.orthodb.org/v10?query=65at7088	neurobeachin
66at7088	Complete	chr14	1916285	1929202	2402.7	1080	https://www.orthodb.org/v10?query=66at7088	Pre-mRNA-processing-splicing factor 8
68at7088	Complete	chr1	14929381	14953225	1658.2	1043	https://www.orthodb.org/v10?query=68at7088	protein furry isoform X1
69at7088	Complete	chr16	4958113	4967974	3025.6	1537	https://www.orthodb.org/v10?query=69at7088	serine/threonine-protein kinase mTOR-like
70at7088	Complete	chr18	5193043	5204265	4475.0	2933	https://www.orthodb.org/v10?query=70at7088	cubilin
72at7088	Complete	chr2	5155537	5202833	4030.4	2229	https://www.orthodb.org/v10?query=72at7088	filamin-A
74at7088	Complete	chr18	4925483	4945139	4881.2	2316	https://www.orthodb.org/v10?query=74at7088	zinc finger homeobox protein 3
78at7088	Complete	chr19	1535333	1565232	5449.8	3202	https://www.orthodb.org/v10?query=78at7088	Survivin-1
83at7088	Complete	chr26	4075236	4106300	4436.5	2209	https://www.orthodb.org/v10?query=83at7088	Inositol 1,4,5-trisphosphate receptor
84at7088	Complete	chr19	1892303	1911661	3951.8	2094	https://www.orthodb.org/v10?query=84at7088	ubiquitin carboxyl-terminal hydrolase 34
86at7088	Complete	chr3	7794758	7813250	3647.4	2160	https://www.orthodb.org/v10?query=86at7088	serine/threonine-protein kinase ATR-like
88at7088	Complete	chr5	5666383	5683370	5737.8	3134	https://www.orthodb.org/v10?query=88at7088	uncharacterized protein LOC101743552
96at7088	Complete	chr1	13415181	13462025	3860.4	1931	https://www.orthodb.org/v10?query=96at7088	chondroitin sulfate proteoglycan 4
101at7088	Complete	chr1	13845310	13865063	3165.0	1769	https://www.orthodb.org/v10?query=101at7088	E3 ubiquitin-protein ligase MYCBP2 isoform X1
103at7088	Complete	chr10	6126383	6162499	3793.3	2028	https://www.orthodb.org/v10?query=103at7088	protein unc-13 homolog A isoform X1
105at7088	Complete	chr26	3412818	3428213	2644.5	1848	https://www.orthodb.org/v10?query=105at7088	uncharacterized protein LOC106123073
106at7088	Complete	chr3	6569797	6579745	1919.3	1088	https://www.orthodb.org/v10?query=106at7088	small subunit processome component 20 homolog
112at7088	Complete	chr2	4804861	4822670	3170.9	1535	https://www.orthodb.org/v10?query=112at7088	Ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	chr1	13861728	13889827	2489.8	1186	https://www.orthodb.org/v10?query=113at7088	kalirin
116at7088	Complete	chr5	7407836	7415529	3351.1	1732	https://www.orthodb.org/v10?query=116at7088	myosin-VIIa-like
122at7088	Complete	chr1	3646654	3677016	4022.3	1996	https://www.orthodb.org/v10?query=122at7088	tetratricopeptide repeat protein 28
123at7088	Complete	chr19	5966612	5989591	2621.1	1342	https://www.orthodb.org/v10?query=123at7088	DNA polymerase epsilon catalytic subunit A
126at7088	Complete	chr1	3141640	3163194	2876.6	1449	https://www.orthodb.org/v10?query=126at7088	phosphatidylinositol 4-kinase alpha isoform X1
127at7088	Complete	chr10	2508443	2547384	4417.0	2598	https://www.orthodb.org/v10?query=127at7088	uncharacterized protein LOC106104714
128at7088	Complete	chr9	9395842	9410650	3081.2	2077	https://www.orthodb.org/v10?query=128at7088	Vacuolar protein sorting-associated protein 13D
133at7088	Complete	chr3	6086393	6100142	1892.1	1717	https://www.orthodb.org/v10?query=133at7088	uncharacterized protein LOC106140978
136at7088	Complete	chr5	2875842	2899678	2472.2	1345	https://www.orthodb.org/v10?query=136at7088	piezo-type mechanosensitive ion channel component isoform X1
137at7088	Complete	chr13	1151994	1172640	2221.4	1417	https://www.orthodb.org/v10?query=137at7088	proto-oncogene tyrosine-protein kinase ROS
138at7088	Complete	chr3	695279	709662	2876.3	1942	https://www.orthodb.org/v10?query=138at7088	protein abnormal spindle
139at7088	Complete	chr15	7544765	7561653	3392.9	1803	https://www.orthodb.org/v10?query=139at7088	protein pecanex-like
140at7088	Complete	chr18	2120660	2145485	1832.1	917	https://www.orthodb.org/v10?query=140at7088	supervillin-like isoform X1
145at7088	Complete	chr10	5830854	5852295	3433.5	1684	https://www.orthodb.org/v10?query=145at7088	Sodium channel protein
148at7088	Complete	chr16	1838059	1868955	1491.3	828	https://www.orthodb.org/v10?query=148at7088	uncharacterized protein LOC111354061
155at7088	Complete	chr12	8395714	8410896	3921.0	2375	https://www.orthodb.org/v10?query=155at7088	Adenomatous polyposis coli protein
158at7088	Complete	chr17	5975934	6029229	2385.7	1257	https://www.orthodb.org/v10?query=158at7088	Sodium channel protein
159at7088	Complete	chr19	3173083	3181772	2451.8	1237	https://www.orthodb.org/v10?query=159at7088	zinc finger FYVE domain-containing protein 26 homolog
160at7088	Complete	chr6	5330289	5364054	2531.7	1063	https://www.orthodb.org/v10?query=160at7088	protein still life, isoform SIF type 1
163at7088	Complete	chr7	9329389	9341185	3194.6	1626	https://www.orthodb.org/v10?query=163at7088	LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 4-like
173at7088	Complete	chr1	2914528	2933809	3174.3	1465	https://www.orthodb.org/v10?query=173at7088	clathrin heavy chain
177at7088	Complete	chr3	7004841	7023954	3630.3	1823	https://www.orthodb.org/v10?query=177at7088	voltage-dependent T-type calcium channel subunit alpha-1G-like
179at7088	Complete	chr11	7385781	7426607	1982.7	1308	https://www.orthodb.org/v10?query=179at7088	uncharacterized protein LOC101741868
183at7088	Complete	chr11	5598245	5618756	2163.8	1215	https://www.orthodb.org/v10?query=183at7088	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase HECTD1
184at7088	Complete	chr12	234648	253059	3148.5	1743	https://www.orthodb.org/v10?query=184at7088	cadherin-89D
186at7088	Complete	chr9	5134982	5144420	3173.6	1647	https://www.orthodb.org/v10?query=186at7088	nucleosome-remodeling factor subunit NURF301
190at7088	Complete	chr26	1014223	1035005	2859.7	1398	https://www.orthodb.org/v10?query=190at7088	NACHT and WD repeat domain-containing protein 2
193at7088	Complete	chr18	7802044	7809440	3401.2	1537	https://www.orthodb.org/v10?query=193at7088	brefeldin A-inhibited guanine nucleotide-exchange protein 1
196at7088	Missing
200at7088	Complete	chr21	5680945	5690242	750.9	532	https://www.orthodb.org/v10?query=200at7088	protein unc-79 homolog
201at7088	Complete	chr8	2331007	2354713	2465.9	1200	https://www.orthodb.org/v10?query=201at7088	uncharacterized protein LOC105392584
204at7088	Complete	chr4	6664876	6675029	2449.6	1441	https://www.orthodb.org/v10?query=204at7088	uncharacterized protein LOC106100576
206at7088	Complete	chr2	6984075	6998906	2207.7	994	https://www.orthodb.org/v10?query=206at7088	protein sickie isoform X1
207at7088	Complete	chr3	10060410	10076863	3097.1	1728	https://www.orthodb.org/v10?query=207at7088	WD repeat-containing protein 81
208at7088	Complete	chr4	5564521	5578920	2594.5	1367	https://www.orthodb.org/v10?query=208at7088	ras GTPase-activating-like protein IQGAP1
210at7088	Complete	chr4	5115910	5125916	3592.3	1836	https://www.orthodb.org/v10?query=210at7088	DNA-directed RNA polymerase II subunit RPB1
211at7088	Complete	chr9	3837097	3847790	2954.7	1626	https://www.orthodb.org/v10?query=211at7088	spatacsin
212at7088	Complete	chr1	8807617	8822533	2846.3	1476	https://www.orthodb.org/v10?query=212at7088	laminin subunit gamma-1
215at7088	Complete	chr16	4857147	4868527	3329.9	1684	https://www.orthodb.org/v10?query=215at7088	LOW QUALITY PROTEIN: brefeldin A-inhibited guanine nucleotide-exchange protein 3
220at7088	Complete	chr14	3192236	3198718	1442.7	706	https://www.orthodb.org/v10?query=220at7088	Dual oxidase 1
231at7088	Complete	chr21	3083628	3100487	3040.8	1931	https://www.orthodb.org/v10?query=231at7088	LOW QUALITY PROTEIN: uncharacterized protein LOC101738815
232at7088	Complete	chr9	4893148	4907002	2411.1	1187	https://www.orthodb.org/v10?query=232at7088	nipped-B-like protein
235at7088	Complete	chr5	8421846	8432794	3133.6	1815	https://www.orthodb.org/v10?query=235at7088	HEAT repeat-containing protein 1
236at7088	Complete	chr4	1845816	1857881	2743.9	1526	https://www.orthodb.org/v10?query=236at7088	nucleoporin NUP188 homolog
242at7088	Complete	chr6	3920779	3936989	3077.1	1655	https://www.orthodb.org/v10?query=242at7088	uncharacterized protein LOC111002222
246at7088	Complete	chr17	2193304	2231763	2126.3	1136	https://www.orthodb.org/v10?query=246at7088	transient receptor potential cation channel trpm isoform X1
248at7088	Complete	chr10	5717136	5733750	2130.6	896	https://www.orthodb.org/v10?query=248at7088	unconventional myosin-IXa-like isoform X1
250at7088	Complete	chr21	1634438	1661304	2688.5	1224	https://www.orthodb.org/v10?query=250at7088	DE-cadherin isoform X1
251at7088	Complete	chr2	4677285	4689545	3183.9	2251	https://www.orthodb.org/v10?query=251at7088	E3 SUMO-protein ligase RanBP2-like
254at7088	Complete	chr9	7772073	7785380	3517.7	1795	https://www.orthodb.org/v10?query=254at7088	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
258at7088	Complete	chr28	3415534	3428403	832.2	533	https://www.orthodb.org/v10?query=258at7088	uncharacterized protein LOC106142077
259at7088	Complete	chr26	1948186	1955091	1095.7	608	https://www.orthodb.org/v10?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	chr23	2478174	2499264	3005.7	1581	https://www.orthodb.org/v10?query=263at7088	protein polybromo-1
266at7088	Complete	chr1	9870742	9898098	2834.8	1310	https://www.orthodb.org/v10?query=266at7088	disco-interacting protein 2 isoform X1
270at7088	Complete	chr1	10172300	10182414	2195.4	1568	https://www.orthodb.org/v10?query=270at7088	PHD finger protein rhinoceros
271at7088	Complete	chr18	1956323	1969232	2694.4	1432	https://www.orthodb.org/v10?query=271at7088	uncharacterized protein LOC106109654
273at7088	Complete	chr12	8146678	8161819	1999.3	1339	https://www.orthodb.org/v10?query=273at7088	Cadherin-like protein
274at7088	Complete	chr14	7170725	7177675	2767.7	1448	https://www.orthodb.org/v10?query=274at7088	DNA-directed RNA polymerase I subunit RPA1
278at7088	Complete	chr5	4134688	4142724	1317.5	676	https://www.orthodb.org/v10?query=278at7088	uncharacterized protein LOC111352582
281at7088	Complete	chr9	6972678	6981475	2474.1	1331	https://www.orthodb.org/v10?query=281at7088	uncharacterized protein LOC105389625
288at7088	Complete	chr25	3183500	3209705	2624.5	1756	https://www.orthodb.org/v10?query=288at7088	uncharacterized protein LOC106140763
296at7088	Complete	chr1	12437572	12445991	2186.2	1417	https://www.orthodb.org/v10?query=296at7088	uncharacterized protein LOC106113881
302at7088	Complete	chr26	1110078	1132176	2034.3	1150	https://www.orthodb.org/v10?query=302at7088	Calcium-dependent secretion activator
303at7088	Complete	chr5	4931118	4953348	2744.9	1917	https://www.orthodb.org/v10?query=303at7088	serine-protein kinase ATM
307at7088	Complete	chr12	3062869	3083014	2952.5	1557	https://www.orthodb.org/v10?query=307at7088	protocadherin-15
311at7088	Complete	chr15	5232556	5244499	2462.9	1417	https://www.orthodb.org/v10?query=311at7088	Gamma-tubulin complex component 6
315at7088	Complete	chr13	8170426	8180959	2657.4	1367	https://www.orthodb.org/v10?query=315at7088	uncharacterized protein LOC105388963
316at7088	Complete	chr7	9394410	9408094	3248.4	2543	https://www.orthodb.org/v10?query=316at7088	protein lava lamp-like
318at7088	Complete	chr11	2608550	2622347	2916.4	1558	https://www.orthodb.org/v10?query=318at7088	cadherin-86C
321at7088	Complete	chr1	13288897	13295921	1952.0	1365	https://www.orthodb.org/v10?query=321at7088	uncharacterized protein LOC106130599
322at7088	Complete	chr12	8218257	8226704	1745.4	1129	https://www.orthodb.org/v10?query=322at7088	uncharacterized protein LOC106136812
324at7088	Complete	chr4	4407920	4415524	2461.5	1199	https://www.orthodb.org/v10?query=324at7088	myosin-IIIb-like isoform X1
325at7088	Complete	chr18	4014591	4028865	2501.6	1462	https://www.orthodb.org/v10?query=325at7088	protein virilizer
326at7088	Complete	chr5	8867005	8878801	2483.5	1322	https://www.orthodb.org/v10?query=326at7088	maestro heat-like repeat-containing protein family member 1
327at7088	Complete	chr3	9846088	9859363	2637.4	1964	https://www.orthodb.org/v10?query=327at7088	uncharacterized protein LOC110378203
328at7088	Complete	chr16	7382115	7391161	2244.2	1438	https://www.orthodb.org/v10?query=328at7088	Nucleolar pre-ribosomal-associated protein 1
332at7088	Complete	chr4	5707653	5720387	2805.0	1594	https://www.orthodb.org/v10?query=332at7088	chromodomain-helicase-DNA-binding protein 1
335at7088	Complete	chr28	3375869	3383671	2097.3	1170	https://www.orthodb.org/v10?query=335at7088	uncharacterized protein LOC111000708
338at7088	Complete	chr3	8728703	8739081	1849.4	910	https://www.orthodb.org/v10?query=338at7088	transcription initiation factor TFIID subunit 1 isoform X1
340at7088	Complete	chr15	7478113	7489763	2663.5	1710	https://www.orthodb.org/v10?query=340at7088	uncharacterized protein LOC105388073
342at7088	Complete	chr6	1443010	1455309	2887.5	1747	https://www.orthodb.org/v10?query=342at7088	uncharacterized protein LOC101737053
345at7088	Complete	chr20	5505480	5524152	2987.8	1662	https://www.orthodb.org/v10?query=345at7088	trichohyalin-like
350at7088	Complete	chr9	4866909	4875121	2187.3	1111	https://www.orthodb.org/v10?query=350at7088	tectonin beta-propeller repeat-containing protein
353at7088	Complete	chr26	3543487	3563682	1634.8	847	https://www.orthodb.org/v10?query=353at7088	rho GTPase-activating protein 190-like
354at7088	Complete	chr13	4260855	4266736	2420.8	1100	https://www.orthodb.org/v10?query=354at7088	toll-like receptor 6
355at7088	Complete	chr13	7800004	7814398	2248.8	1087	https://www.orthodb.org/v10?query=355at7088	protein TANC2 isoform X1
356at7088	Complete	chr12	5528012	5538833	2635.0	1458	https://www.orthodb.org/v10?query=356at7088	uncharacterized protein LOC110992145
357at7088	Complete	chr23	6628195	6640120	1757.8	947	https://www.orthodb.org/v10?query=357at7088	uncharacterized protein LOC110994148
360at7088	Complete	chr1	10422521	10441962	2230.4	1057	https://www.orthodb.org/v10?query=360at7088	potassium channel subfamily T member 2
363at7088	Complete	chr21	6650427	6662955	2320.7	1553	https://www.orthodb.org/v10?query=363at7088	calcineurin-binding protein cabin-1-like
366at7088	Complete	chr18	772738	786722	3203.5	1925	https://www.orthodb.org/v10?query=366at7088	nucleoprotein TPR
367at7088	Complete	chr8	8660188	8670606	2104.4	1164	https://www.orthodb.org/v10?query=367at7088	uncharacterized protein LOC106103483
375at7088	Complete	chr13	3749972	3766498	1886.7	1259	https://www.orthodb.org/v10?query=375at7088	Apaf-1
380at7088	Complete	chr14	1517438	1538642	2219.6	1157	https://www.orthodb.org/v10?query=380at7088	von Willebrand factor A domain-containing protein 8
382at7088	Complete	chr16	7657276	7676120	1856.7	1206	https://www.orthodb.org/v10?query=382at7088	uncharacterized protein LOC105384963
383at7088	Complete	chr9	4857048	4868585	2759.1	1224	https://www.orthodb.org/v10?query=383at7088	splicing factor 3B subunit 1
384at7088	Complete	chr4	3727013	3737571	1583.7	904	https://www.orthodb.org/v10?query=384at7088	uncharacterized protein LOC110994888
385at7088	Complete	chr19	3858230	3872778	2902.2	1655	https://www.orthodb.org/v10?query=385at7088	proteasome activator complex subunit 4B-like
386at7088	Complete	chr18	5126085	5133681	2353.6	1092	https://www.orthodb.org/v10?query=386at7088	splicing factor 3B subunit 3 isoform X1
389at7088	Complete	chr1	11860941	11873093	2194.1	1072	https://www.orthodb.org/v10?query=389at7088	mediator of RNA polymerase II transcription subunit 23
391at7088	Complete	chr1	14058276	14074373	2075.8	1110	https://www.orthodb.org/v10?query=391at7088	sterol regulatory element-binding protein cleavage-activating protein
392at7088	Complete	chr2	4716562	4730952	1771.2	968	https://www.orthodb.org/v10?query=392at7088	UDP-glucose:glycoprotein glucosyltransferase
393at7088	Complete	chr10	3183630	3208058	2463.4	1307	https://www.orthodb.org/v10?query=393at7088	C-myc promoter-binding protein-like
394at7088	Complete	chr12	3630400	3640172	2464.3	1255	https://www.orthodb.org/v10?query=394at7088	uncharacterized protein LOC111356302
396at7088	Complete	chr11	5657612	5667617	1701.5	1010	https://www.orthodb.org/v10?query=396at7088	rab3 GTPase-activating protein regulatory subunit
401at7088	Complete	chr11	2691925	2709208	2159.9	1078	https://www.orthodb.org/v10?query=401at7088	ASK1
408at7088	Complete	chr5	7043410	7050400	2414.3	1365	https://www.orthodb.org/v10?query=408at7088	uncharacterized protein LOC110371077
412at7088	Complete	chr9	926169	946127	2403.4	1420	https://www.orthodb.org/v10?query=412at7088	protein outspread
417at7088	Complete	chr19	3873042	3882858	1972.7	1091	https://www.orthodb.org/v10?query=417at7088	helicase SKI2W
420at7088	Complete	chr21	4423853	4451110	1504.1	804	https://www.orthodb.org/v10?query=420at7088	rho guanine nucleotide exchange factor 17 isoform X1
427at7088	Complete	chr28	3876725	3896349	1689.4	1069	https://www.orthodb.org/v10?query=427at7088	uncharacterized protein LOC105385596
429at7088	Complete	chr13	8393136	8410275	2607.1	1362	https://www.orthodb.org/v10?query=429at7088	uncharacterized protein LOC105388960
430at7088	Complete	chr12	7096968	7104323	1904.8	946	https://www.orthodb.org/v10?query=430at7088	chaoptin
434at7088	Complete	chr2	3454577	3460117	2243.0	1176	https://www.orthodb.org/v10?query=434at7088	DNA polymerase
437at7088	Complete	chr24	3683170	3705568	3092.9	1496	https://www.orthodb.org/v10?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	chr11	4303928	4320469	2683.4	1401	https://www.orthodb.org/v10?query=443at7088	Xanthine dehydrogenase
445at7088	Complete	chr8	3703700	3712796	2474.0	1366	https://www.orthodb.org/v10?query=445at7088	uncharacterized protein LOC106120650
450at7088	Complete	chr2	2198184	2206152	2193.2	1320	https://www.orthodb.org/v10?query=450at7088	Zinc finger protein
455at7088	Complete	chr5	2899517	2904200	2694.8	1119	https://www.orthodb.org/v10?query=455at7088	DNA-directed RNA polymerase II subunit RPB2
456at7088	Missing
458at7088	Complete	chr1	494160	518145	2278.7	1343	https://www.orthodb.org/v10?query=458at7088	uncharacterized protein LOC106137067
461at7088	Complete	chr9	2426432	2449784	2539.9	1416	https://www.orthodb.org/v10?query=461at7088	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like isoform X1
464at7088	Complete	chr8	5666394	5675370	2087.2	1272	https://www.orthodb.org/v10?query=464at7088	LOC101744043
467at7088	Complete	chr14	7818685	7834553	2091.9	1100	https://www.orthodb.org/v10?query=467at7088	Phosphoribosylformylglycinamidine cyclo-ligase
468at7088	Complete	chr18	5759829	5772782	2656.2	1459	https://www.orthodb.org/v10?query=468at7088	uncharacterized protein LOC111358843
478at7088	Complete	chr2	9512579	9527707	1360.4	739	https://www.orthodb.org/v10?query=478at7088	uncharacterized protein LOC111000693
479at7088	Complete	chr21	2050109	2058931	2349.7	1355	https://www.orthodb.org/v10?query=479at7088	adenylate cyclase type 10-like
481at7088	Complete	chr6	5603265	5621738	2002.9	1055	https://www.orthodb.org/v10?query=481at7088	phosphoribosylformylglycinamidine synthase
486at7088	Complete	chr18	2942920	2954158	2569.1	1317	https://www.orthodb.org/v10?query=486at7088	DNA topoisomerase 2
488at7088	Complete	chr22	4553825	4599232	1738.5	1130	https://www.orthodb.org/v10?query=488at7088	uncharacterized protein LOC111354620
489at7088	Complete	chr1	4386010	4403536	1942.8	2472	https://www.orthodb.org/v10?query=489at7088	uncharacterized protein LOC101742695
490at7088	Complete	chr9	2892432	2909149	1627.8	1249	https://www.orthodb.org/v10?query=490at7088	restin homolog isoform X1
492at7088	Complete	chr16	3034930	3041852	1644.8	915	https://www.orthodb.org/v10?query=492at7088	uncharacterized protein LOC101739889
494at7088	Complete	chr8	6571555	6617109	2609.2	1551	https://www.orthodb.org/v10?query=494at7088	Methyl-CpG-binding domain protein 5
495at7088	Complete	chr5	7753573	7760920	2498.1	1294	https://www.orthodb.org/v10?query=495at7088	neither inactivation nor afterpotential protein C isoform X1
496at7088	Complete	chr25	4710016	4733786	1273.4	699	https://www.orthodb.org/v10?query=496at7088	nephrin
498at7088	Complete	chr7	7389036	7394327	2006.9	997	https://www.orthodb.org/v10?query=498at7088	leucine--tRNA ligase, cytoplasmic
499at7088	Complete	chr9	4474874	4485289	2019.6	958	https://www.orthodb.org/v10?query=499at7088	DNA-directed RNA polymerase III subunit RPC2
504at7088	Complete	chr6	5631635	5639426	2182.9	1287	https://www.orthodb.org/v10?query=504at7088	TBC1 domain family member 30
505at7088	Complete	chr3	2279696	2288455	2270.4	1190	https://www.orthodb.org/v10?query=505at7088	intraflagellar transport protein 140 homolog
506at7088	Complete	chr1	9716770	9727212	1919.5	970	https://www.orthodb.org/v10?query=506at7088	Transient receptor potential A1
509at7088	Complete	chr13	4467303	4473112	2118.9	1087	https://www.orthodb.org/v10?query=509at7088	toll-like receptor Tollo
511at7088	Complete	chr3	5840645	5854089	1602.2	882	https://www.orthodb.org/v10?query=511at7088	TATA-binding protein-associated factor 172
513at7088	Complete	chr17	3772230	3785104	1857.8	1175	https://www.orthodb.org/v10?query=513at7088	uncharacterized protein LOC105389615
515at7088	Complete	chr7	3432648	3449402	2183.9	1060	https://www.orthodb.org/v10?query=515at7088	LOW QUALITY PROTEIN: DENN domain-containing protein 5B-like
516at7088	Complete	chr7	9381770	9391597	2053.2	1050	https://www.orthodb.org/v10?query=516at7088	probable phosphorylase b kinase regulatory subunit alpha isoform X1
517at7088	Complete	chr4	6608208	6619501	2254.3	1490	https://www.orthodb.org/v10?query=517at7088	uncharacterized protein LOC110994391
518at7088	Complete	chr8	5592878	5598008	2205.3	1014	https://www.orthodb.org/v10?query=518at7088	membrane-associated protein Hem
519at7088	Complete	chr24	2824341	2846722	731.2	334	https://www.orthodb.org/v10?query=519at7088	uncharacterized protein LOC105380983
522at7088	Complete	chr17	2502338	2531343	1768.3	941	https://www.orthodb.org/v10?query=522at7088	guanine nucleotide exchange factor subunit Rich
526at7088	Complete	chr10	5889677	5894878	1632.3	967	https://www.orthodb.org/v10?query=526at7088	isoleucine--tRNA ligase, cytoplasmic
527at7088	Complete	chr15	57165	70131	1574.3	875	https://www.orthodb.org/v10?query=527at7088	protein stoned-B-like
530at7088	Complete	chr16	4202949	4216715	1981.9	1071	https://www.orthodb.org/v10?query=530at7088	protein brunelleschi
531at7088	Complete	chr5	7731802	7743396	1914.8	1630	https://www.orthodb.org/v10?query=531at7088	myosin-2 heavy chain-like isoform X1
532at7088	Complete	chr27	3310540	3318374	1821.6	1321	https://www.orthodb.org/v10?query=532at7088	Putative ATP-dependent RNA helicase TDRD12
538at7088	Complete	chr21	1340246	1351443	1801.6	955	https://www.orthodb.org/v10?query=538at7088	trafficking protein particle complex subunit 10
543at7088	Complete	chr26	3567814	3590141	2806.6	2089	https://www.orthodb.org/v10?query=543at7088	uncharacterized protein LOC106111274
544at7088	Complete	chr14	4138764	4154698	1913.1	899	https://www.orthodb.org/v10?query=544at7088	uncharacterized protein LOC110374769
